"Taxonomy"	"Mortierellales"	"Eurotiales"	"Hypocreales"	"Thelebolales"	"Incertae_sedis_Ascomycota"	"Pleosporales"	"Sordariales"	"Cantharellales"	"Saccharomycetales"	"Microascales"	"Chaetothyriales"	"Incertae_sedis_Sordariomycetes"	"Helotiales"	"Incertae_sedis_Dothideomycetes"	"Trichosphaeriales"	"Pezizales"	"Corticiales"	"Rhizophlyctidales"	"Incertae_sedis_Leotiomycetes"	"Amylocorticiales"	"Kickxellales"	"Ustilaginales"	"Agaricales"	"Orbiliales"	"Chytridiales"	"Sporidiobolales"	"Onygenales"	"Xylariales"	"Spizellomycetales"	"Cystofilobasidiales"	"Diversisporales"	"Mucorales"	"Glomerales"	"Tremellales"	"Capnodiales"	"Sebacinales"	"Blastocladiales"	"Polyporales"	"Russulales"	"Incertae_sedis_Fungi"	"Acarosporales"	"Erysiphales"	"Coniochaetales"	"Botryosphaeriales"	"Erythrobasidiales"	"Agaricostilbales"	"Auriculariales"	"Agyriales"	"Wallemiales"	"Chaetosphaeriales"	"Incertae_sedis_Agaricomycetes"	"Boletales"	"Magnaporthales"	"Malasseziales"	"Rhytismatales"	"Teloschistales"	"Melanosporales"	"Paraglomerales"	"Diaporthales"	"Venturiales"	"Archaeorhizomycetales"	"Trichosporonales"	"Taphrinales"	"Geastrales"	"Trechisporales"	"Cystobasidiales"	"Incertae_sedis_Eurotiomycetes"	"Hymenochaetales"	"Incertae_sedis_Exobasidiomycetes"	"Arachnomycetales"	"Archaeosporales"	"Geminibasidiales"	"Verrucariales"	"Tubeufiales"	"Rhizophydiales"	"Neocallimastigales"	"Thelephorales"	"Boliniales"	"Dothideales"	"Filobasidiales"	"Incertae_sedis_Tritirachiomycetes"	"Gloeophyllales"	"Olpidiales"	"Leotiales"	"Microthyriales"	"Lulworthiales"	"Atheliales"	"Others"
"PHJ75_Z2_3"	0.095419847	0.010062457	0.073907009	0.000346981	0.04129077	0.010409438	0.017349063	0.000346981	0.000693963	0.005898681	0.001040944	0.003469813	0.006245663	0	0.001734906	0.001734906	0	0	0.001040944	0	0	0.000346981	0.000693963	0	0	0.001387925	0.001040944	0	0	0	0	0.001040944	0.00277585	0.001387925	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.719292158
"PHM10_Z2_1"	0.031228314	0.005898681	0.018390007	0.001040944	0.000346981	0.003816794	0.009368494	0.000346981	0.001734906	0.00277585	0.000693963	0.001040944	0.000346981	0	0.001387925	0.000346981	0	0	0.001040944	0	0	0.000693963	0.002428869	0	0	0	0.000346981	0	0.000346981	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.914295628
"PHM10_Z2_2"	0.09056211	0.027064539	0.093684941	0.000693963	0.015961138	0.010409438	0.042331714	0.004163775	0.001387925	0.032269257	0.001734906	0.004857738	0.00277585	0	0.004163775	0.000693963	0	0.000346981	0.001040944	0	0.000346981	0.002428869	0.004510756	0.000693963	0	0.00277585	0.000693963	0	0.001040944	0.000693963	0	0	0	0	0.002081888	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650242887
"PHM10_Z2_3"	0.00277585	0.000693963	0.074600972	0	0.005204719	0.001040944	0.001387925	0.00277585	0	0	0.007286607	0	0	0	0	0.011797363	0.001040944	0.055170021	0	0.001387925	0.021512838	0.010409438	0.004163775	0.002081888	0.000693963	0	0.008674532	0	0.009368494	0	0	0.002428869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77480916
"LH205_Z2_1"	0.146426093	0.022900763	0.082928522	0.001734906	0.000346981	0.053088133	0.020471895	0	0.001040944	0.015614157	0.004857738	0.014920194	0.004163775	0	0.000346981	0.013532269	0	0	0.001387925	0	0	0.002081888	0.009021513	0	0.000346981	0.000693963	0.001040944	0	0.000346981	0.002081888	0	0.000693963	0	0.000346981	0.005204719	0	0	0.000346981	0	0	0	0	0.000346981	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59333796
"LH205_Z2_2"	0.180083276	0.043025677	0.183553088	0.001040944	0.078417765	0.009715475	0.019430951	0.002081888	0.000346981	0.033310201	0.001734906	0.013879251	0.005204719	0.000346981	0	0.005204719	0	0	0.001734906	0	0.001040944	0.003122831	0.006245663	0	0.000346981	0.001040944	0.001734906	0.000693963	0.000346981	0	0	0	0.000346981	0.001040944	0.003122831	0	0	0	0	0	0	0	0.001387925	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.399722415
"LH205_Z2_3"	0.280013879	0.026023595	0.086745316	0	0.017696044	0.020818876	0.033310201	0	0	0.012838307	0.003816794	0.009715475	0.003469813	0	0.001040944	0.003122831	0	0	0.000693963	0	0.001040944	0.014226232	0.004510756	0	0.002081888	0.003122831	0.000693963	0	0	0	0	0	0	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473629424
"PHW51_Z2_1"	0.03296322	0.0111034	0.11276891	0.022206801	0.006592644	0.007633588	0.007633588	0.000346981	0	0.004163775	0.000693963	0.001387925	0.003816794	0	0.000693963	0.001040944	0	0	0.000346981	0	0	0.000346981	0.001040944	0	0.000346981	0	0	0	0.005204719	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0.000346981	0.000346981	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777238029
"PHW51_Z2_2"	0.194656489	0.073560028	0.164122137	0.001040944	0.016655101	0.023247745	0.026023595	0.000693963	0.001040944	0.034004164	0.003816794	0.015614157	0.004510756	0	0.004163775	0.004510756	0	0	0.001387925	0.001387925	0	0.007980569	0.002081888	0.002428869	0	0.000693963	0.00277585	0	0.000346981	0	0	0.000346981	0.012144344	0.00277585	0.001734906	0	0	0	0.003122831	0	0	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392088827
"PHW51_Z2_3"	0.087439278	0.010409438	0.040249827	0.073560028	0.00277585	0.014920194	0.033310201	0	0.001040944	0.006245663	0.002081888	0.012491325	0.003469813	0	0.003122831	0.003469813	0.001040944	0	0.000346981	0	0	0	0.001734906	0.000346981	0	0.000693963	0.000346981	0.000346981	0	0	0	0	0	0.000346981	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.699514226
"B73_Z2_1"	0.192921582	0.03018737	0.09611381	0.029493407	0.005204719	0.057945871	0.045801527	0	0.00277585	0.013185288	0.005898681	0.006939625	0.010409438	0	0.002428869	0.038167939	0.059680777	0	0.005898681	0	0.006939625	0.000693963	0.007286607	0	0.000346981	0.000346981	0.002428869	0	0.001387925	0	0	0	0.000346981	0.000346981	0.007286607	0	0	0	0	0	0	0.000346981	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368494101
"B73_Z2_2"	0.170020819	0.041984733	0.139486468	0.013185288	0.085704372	0.014226232	0.042331714	0.003469813	0	0.035045108	0.002428869	0.013532269	0.009368494	0.000346981	0.007633588	0.004510756	0	0	0.002428869	0	0	0.003816794	0.003816794	0	0.001387925	0.005204719	0.006592644	0	0	0	0.000693963	0	0.003816794	0.003816794	0.003469813	0	0	0	0	0.000346981	0	0	0.001040944	0	0	0.001040944	0	0	0.000693963	0	0	0	0	0.000346981	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377862595
"B73_Z2_3"	0.110687023	0.034351145	0.105135323	0.000346981	0.004510756	0.02463567	0.066273421	0	0	0.046842471	0.011450382	0.029840389	0.002081888	0	0.00277585	0.002428869	0	0	0.001040944	0	0.000346981	0.003816794	0.002081888	0.001040944	0.000346981	0.0055517	0.001387925	0.000346981	0	0	0.000693963	0	0.001387925	0.002428869	0.001040944	0	0	0	0.000346981	0	0	0	0	0.000346981	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53573907
"A632_Z2_1"	0.166204025	0.015961138	0.075988897	0.004163775	0.000693963	0.058292852	0.017349063	0.001040944	0.001734906	0.010409438	0.000346981	0.0055517	0.001734906	0	0.000693963	0.004163775	0	0	0.001734906	0	0.000693963	0.003122831	0.001040944	0	0.000346981	0.001387925	0.002081888	0	0.001387925	0	0	0.001040944	0	0.000346981	0.003816794	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618320611
"A632_Z2_2"	0.164469119	0.056557946	0.326509368	0.003469813	0.046842471	0.026023595	0.050659264	0	0.000346981	0.022553782	0.004163775	0.033310201	0.00277585	0	0.019083969	0.002081888	0	0	0.002428869	0	0	0.00277585	0.001387925	0	0	0.001040944	0.00277585	0	0.000346981	0	0	0.000346981	0.000693963	0.001387925	0.001734906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226231783
"A632_Z2_3"	0.13740458	0.09888966	0.22519084	0.00277585	0.001040944	0.029493407	0.018736988	0	0	0.018736988	0.004857738	0.014226232	0.0055517	0.000693963	0.000346981	0.001040944	0	0	0.000346981	0.000346981	0.014920194	0.000693963	0.001734906	0	0.000693963	0.004163775	0.001387925	0	0.001040944	0	0	0	0	0.000346981	0.000693963	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414295628
"Mo17_Z2_1"	0.209923664	0.019083969	0.092643997	0.001387925	0	0.008674532	0.03573907	0	0.000346981	0.011450382	0.002428869	0.006939625	0.003469813	0	0.004857738	0.004510756	0	0	0.001040944	0	0	0.000346981	0.000693963	0	0	0.000693963	0.001040944	0	0.000346981	0.000346981	0.009368494	0.000693963	0.001387925	0.000346981	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581540597
"Mo17_Z2_2"	0.174184594	0.026717557	0.104788341	0.000346981	0.036780014	0.033657183	0.051700208	0.001387925	0.002081888	0.017349063	0.002428869	0.006939625	0.010756419	0	0	0.000346981	0.000346981	0	0.000693963	0	0	0.000693963	0.004510756	0	0	0.001387925	0.002081888	0	0.000346981	0	0.004163775	0.001387925	0.007980569	0.001387925	0.003469813	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501387925
"Mo17_Z2_3"	0.07702984	0.003816794	0.024982651	0.001387925	0	0.006592644	0.019430951	0.000693963	0.000346981	0.004163775	0.001387925	0.003816794	0.002081888	0	0	0	0	0.000693963	0.001387925	0	0	0	0.000346981	0	0	0	0.000693963	0	0	0	0	0	0.000346981	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849410132
"LH51_Z2_1"	0.243927828	0.015267176	0.066620402	0.001387925	0.006245663	0.010409438	0.017002082	0	0.000346981	0.009021513	0.001387925	0.010062457	0.001387925	0.000346981	0.007286607	0.005898681	0	0	0.001040944	0	0	0.001040944	0.001734906	0	0	0.000346981	0.000346981	0	0.000693963	0	0.012838307	0.003122831	0.000346981	0.001040944	0.001734906	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578417765
"LH51_Z2_2"	0.136710618	0.004163775	0.040943789	0	0.0111034	0.010756419	0.013879251	0	0.000693963	0.00277585	0.000693963	0.002428869	0.002081888	0	0.000346981	0.001387925	0	0.000346981	0.000346981	0	0	0	0.001040944	0.000346981	0	0.001040944	0	0	0.000346981	0.000346981	0	0.000346981	0.000693963	0.002081888	0.000693963	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764052741
"LH51_Z2_3"	0.106870229	0.009368494	0.036780014	0.002081888	0.000693963	0.007980569	0.031228314	0	0.000346981	0.004163775	0.00277585	0.003469813	0.003816794	0.000346981	0.001734906	0.00277585	0.004510756	0	0.001387925	0	0	0	0.002428869	0	0	0.001040944	0	0	0.001734906	0	0.001734906	0.000346981	0.001040944	0.000693963	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.769951423
"LH52_Z2_1"	0.216863289	0.020818876	0.067314365	0.003469813	0	0.016655101	0.1648161	0.000346981	0.002081888	0.010062457	0.002428869	0.000693963	0.006245663	0.000346981	0.003469813	0.0055517	0.020124913	0	0.000346981	0	0	0.000346981	0.000346981	0	0.006245663	0.001734906	0.000693963	0	0.001387925	0	0.003469813	0	0.001734906	0.001040944	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440319223
"LH52_Z2_2"	0.171408744	0.047883414	0.145385149	0.000693963	0.009021513	0.022206801	0.027758501	0.001040944	0.002428869	0.020471895	0.001040944	0.012838307	0.008674532	0	0.000693963	0.006592644	0	0	0.003816794	0	0.002428869	0.001387925	0.003816794	0.000346981	0.000346981	0.006245663	0.002428869	0.000693963	0.000346981	0.002428869	0	0	0.000346981	0.000693963	0.000693963	0	0	0	0.000693963	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494795281
"LH52_Z2_3"	0.141568355	0.029146426	0.151977793	0.008674532	0.004163775	0.015961138	0.037473976	0	0	0.042678695	0.001387925	0.015267176	0.00277585	0	0.0055517	0.003469813	0	0	0.001734906	0	0	0.002081888	0.003469813	0	0	0.005898681	0.018043026	0	0.000346981	0	0.000693963	0.000693963	0.000693963	0.002081888	0.002428869	0	0	0.000346981	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501040944
"E8501_Z2_1"	0.161693269	0.026370576	0.118667592	0.006592644	0.001040944	0.022900763	0.025329632	0	0.002428869	0.023941707	0.001040944	0.014573213	0.0055517	0	0.004510756	0.003469813	0	0	0.004510756	0	0.000346981	0.003469813	0.004163775	0	0	0.000346981	0.002081888	0	0.000346981	0	0	0	0	0	0.0055517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561068702
"E8501_Z2_2"	0.149895906	0.017002082	0.06592644	0	0.00832755	0.017349063	0.023594726	0.000346981	0.001387925	0.012491325	0.001387925	0.007633588	0.00277585	0	0.000346981	0.002428869	0	0	0.001387925	0	0	0.002081888	0.00277585	0.000693963	0	0	0.000693963	0	0	0	0.000693963	0.000346981	0.001040944	0.001040944	0.000693963	0.000346981	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.676613463
"E8501_Z2_3"	0.183206107	0.017002082	0.183553088	0	0.020471895	0.04129077	0.036086051	0	0.000346981	0.040249827	0.002081888	0.005898681	0.003816794	0	0.006245663	0.002081888	0.001040944	0	0.004857738	0.000346981	0.000346981	0.000693963	0.002428869	0	0.000346981	0.002081888	0.001387925	0	0.000693963	0	0	0.000346981	0.000693963	0.002081888	0.001734906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.438584316
"LH93_Z2_1"	0.040596808	0.026023595	0.045801527	0	0.021512838	0.009021513	0.015614157	0.000346981	0.000346981	0.006245663	0.001387925	0.002428869	0.002081888	0	0.000693963	0.000693963	0.000346981	0	0	0.000346981	0	0.001040944	0.001040944	0.000346981	0	0.000346981	0.00277585	0.017349063	0.000693963	0.000346981	0	0	0	0	0.001040944	0	0	0	0	0.003122831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798403886
"LH93_Z2_2"	0.184941013	0.007633588	0.086051353	0.000346981	0.028105482	0.011450382	0.046495489	0	0.000693963	0.014226232	0.002428869	0.003122831	0.003122831	0	0	0.008674532	0	0	0.001387925	0	0	0.000346981	0.001734906	0.000346981	0.002081888	0.000346981	0.001040944	0	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594031922
"LH93_Z2_3"	0.154059681	0.015614157	0.055517002	0.001734906	0.002081888	0.03296322	0.043372658	0.001040944	0	0.014226232	0.000693963	0.004163775	0.0055517	0.001040944	0.000346981	0.00277585	0	0	0.001040944	0	0	0.000346981	0.004857738	0.000346981	0	0.000693963	0.003122831	0	0.000346981	0	0	0	0	0.000346981	0.001040944	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651977793
"PHJ31_Z2_1"	0.200208189	0.014920194	0.065579459	0.034004164	0.000693963	0.022206801	0.075294934	0	0.001040944	0.00832755	0.002428869	0.006939625	0.003816794	0	0.008674532	0.003816794	0.000346981	0	0.001040944	0	0	0.000693963	0.00277585	0	0	0	0.001040944	0.001040944	0.000693963	0	0	0.000693963	0	0	0.003469813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.540249827
"PHJ31_Z2_2"	0.113809854	0.058292852	0.031922276	0.001387925	0.019777932	0.011450382	0.016655101	0	0.002428869	0.003469813	0.000346981	0.007286607	0.011797363	0.001387925	0.00277585	0.001387925	0	0.000693963	0.000346981	0.000346981	0.000693963	0.000693963	0.00277585	0.000346981	0	0	0.000693963	0.000693963	0.001387925	0	0.001387925	0	0.003816794	0.003816794	0.003816794	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692921582
"PHJ31_Z2_3"	0.138792505	0.004510756	0.026370576	0.001040944	0.000346981	0.004857738	0.016655101	0.001387925	0	0.001040944	0.046148508	0.004510756	0.019777932	0	0.001040944	0.001387925	0.048924358	0	0.016655101	0.000346981	0	0.000346981	0.002081888	0	0	0	0	0.001040944	0.000346981	0.000693963	0	0.000346981	0.000693963	0.000346981	0.000693963	0.001734906	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657529493
"PHW20_Z2_1"	0.181124219	0.021512838	0.259541985	0.003816794	0.017002082	0.019083969	0.031575295	0.000346981	0	0.015614157	0.007633588	0.009715475	0.013532269	0	0.001040944	0.007286607	0	0	0.000346981	0	0.000346981	0.00277585	0.003469813	0.003122831	0.000693963	0.006939625	0.001040944	0.000346981	0	0	0	0	0	0.000693963	0.001040944	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39000694
"PHW20_Z2_2"	0.074600972	0.008674532	0.029493407	0.000693963	0.010062457	0.004857738	0.011797363	0	0.000346981	0.004163775	0.000346981	0.004163775	0.001040944	0	0.000693963	0.002081888	0	0	0.001040944	0	0.000346981	0.000346981	0.001734906	0.000346981	0	0.000693963	0.000346981	0	0	0	0	0	0	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8407356
"PHW20_Z2_3"	0.179042332	0.013532269	0.080846634	0.135322693	0.014226232	0.013879251	0.043372658	0.000693963	0.000346981	0.018390007	0.002081888	0.004510756	0.011797363	0	0.002081888	0.003122831	0.000693963	0	0.001734906	0	0	0.001387925	0.000693963	0	0.007286607	0.000693963	0.001040944	0	0.001387925	0	0	0.000346981	0	0	0.000693963	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.459750173
"W64A_Z2_1"	0.056557946	0.005898681	0.025676613	0.003122831	0.00277585	0.006592644	0.010409438	0	0.070090215	0.000346981	0.000693963	0.001040944	0.001387925	0	0.000693963	0.000693963	0	0	0.000346981	0	0	0	0.000346981	0	0	0	0.000346981	0	0.001040944	0	0	0.001040944	0	0.000346981	0.000346981	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.809854268
"W64A_Z2_2"	0.192574601	0.020124913	0.080846634	0.000693963	0.018043026	0.017002082	0.030534351	0	0.035045108	0.035392089	0.001734906	0.0055517	0.005204719	0	0.000693963	0	0	0	0.001387925	0	0	0.001734906	0.00277585	0	0.000693963	0.003469813	0.001734906	0	0	0	0	0.000693963	0.000693963	0.001734906	0.00277585	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53851492
"W64A_Z2_3"	0.15648855	0.03018737	0.06592644	0.015614157	0.001040944	0.011450382	0.034004164	0.000346981	0.002428869	0.009021513	0.002428869	0.003122831	0.0111034	0	0.006939625	0.001734906	0.000346981	0	0.001734906	0	0	0	0.003122831	0	0	0.001734906	0.000693963	0	0.001040944	0.000346981	0	0.001387925	0	0.001040944	0.001734906	0	0	0	0.000693963	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.633934768
"LH38_Z3_1"	0.216863289	0.029840389	0.115891742	0.000346981	0.007286607	0.017696044	0.020818876	0.001040944	0.000693963	0.011450382	0.001040944	0.010409438	0.007286607	0	0.001040944	0.002428869	0	0.000693963	0.002428869	0	0.000346981	0.000693963	0.001734906	0	0	0.001040944	0.003122831	0	0	0	0	0.000693963	0	0.002081888	0.00277585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.540249827
"LH38_Z3_2"	0.504857738	0.008674532	0.062456627	0	0.001040944	0.012838307	0.003469813	0	0.001040944	0.003122831	0.001387925	0.004510756	0.005204719	0	0.006245663	0.001387925	0	0	0.000346981	0	0.000346981	0.000346981	0.000346981	0	0	0.000346981	0.000693963	0	0.001040944	0	0	0	0.003816794	0.00832755	0.000346981	0	0.003816794	0	0	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.362942401
"LH38_Z3_3"	0.437196391	0.008674532	0.038861901	0.012144344	0.005204719	0.006592644	0.013532269	0	0	0.003816794	0.001387925	0.002081888	0.001040944	0	0.004163775	0.000346981	0	0	0.000346981	0	0	0.000346981	0.000693963	0	0	0	0.000346981	0	0	0	0.001734906	0	0.001040944	0.002081888	0.002081888	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45593338
"LH39_Z3_1"	0.249826509	0.029840389	0.116932686	0.000346981	0.002428869	0.011450382	0.035392089	0.000693963	0.000693963	0.020818876	0.004857738	0.014226232	0.001040944	0.001040944	0.003122831	0.005204719	0.000346981	0	0.00277585	0	0.000346981	0.011797363	0.003122831	0.000693963	0.007633588	0.003816794	0.001387925	0.000346981	0.000346981	0	0	0.000346981	0	0.000693963	0.00277585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465301874
