"Taxonomy"	"Mortierellaceae"	"Trichocomaceae"	"Thelebolaceae"	"Cordycipitaceae"	"Incertae_sedis_Ascomycota"	"Nectriaceae"	"Incertae_sedis_Hypocreales"	"Ceratobasidiaceae"	"Chaetomiaceae"	"Pleosporaceae"	"Hypocreaceae"	"Microascaceae"	"Chaetothyriaceae"	"Lasiosphaeriaceae"	"Incertae_sedis_Sordariomycetes"	"Incertae_sedis_Helotiales"	"Incertae_sedis_Dothideomycetes"	"Incertae_sedis_Cantharellales"	"Incertae_sedis_Trichosphaeriales"	"Corticiaceae"	"Rhizophlyctidaceae"	"Incertae_sedis_Leotiomycetes"	"Amylocorticiaceae"	"Kickxellaceae"	"Helotiaceae"	"Herpotrichiellaceae"	"Incertae_sedis_Pleosporales"	"Incertae_sedis_Eurotiales"	"Chytridiaceae"	"Incertae_sedis_Sporidiobolales"	"Gymnoascaceae"	"Incertae_sedis_Xylariales"	"Spizellomycetaceae"	"Orbiliaceae"	"Diversisporaceae"	"Cystofilobasidiaceae"	"Myxotrichaceae"	"Incertae_sedis_Tremellales"	"Davidiellaceae"	"Bolbitiaceae"	"Glomerellaceae"	"Rhizopodaceae"	"Sordariaceae"	"Incertae_sedis_Cystofilobasidiales"	"Glomeraceae"	"Xylariaceae"	"Psathyrellaceae"	"Bionectriaceae"	"Agaricaceae"	"Inocybaceae"	"Onygenaceae"	"Mucoraceae"	"Pezizaceae"	"Ophiocordycipitaceae"	"Mycosphaerellaceae"	"Pluteaceae"	"Pyronemataceae"	"Incertae_sedis_Fungi"	"Phanerochaetaceae"	"Schizophyllaceae"	"Phaeosphaeriaceae"	"Acarosporaceae"	"Meruliaceae"	"Ustilaginaceae"	"Sporormiaceae"	"Erysiphaceae"	"Amanitaceae"	"Coniochaetaceae"	"Niessliaceae"	"Incertae_sedis_Onygenales"	"Eremomycetaceae"	"Incertae_sedis_Capnodiales"	"Claroideoglomeraceae"	"Aplosporellaceae"	"Incertae_sedis_Sordariales"	"Incertae_sedis_Saccharomycetales"	"Wallemiaceae"	"Strophariaceae"	"Chaetosphaeriaceae"	"Incertae_sedis_Auriculariales"	"Incertae_sedis_Erythrobasidiales"	"Agaricostilbaceae"	"Trapeliaceae"	"Incertae_sedis_Agaricomycetes"	"Clavicipitaceae"	"Saccharomycetaceae"	"Rhytismataceae"	"Coniophoraceae"	"Magnaporthaceae"	"Polyporaceae"	"Botryosphaeriaceae"	"Malasseziaceae"	"Niaceae"	"Rutstroemiaceae"	"Incertae_sedis_Chaetothyriales"	"Montagnulaceae"	"Ascobolaceae"	"Corynesporascaceae"	"Hydnodontaceae"	"Capnodiaceae"	"Fomitopsidaceae"	"Archaeorhizomycetaceae"	"Cystobasidiaceae"	"Ganodermataceae"	"Ajellomycetaceae"	"Monascaceae"	"Debaryomycetaceae"	"Togniniaceae"	"Incertae_sedis_Pezizales"	"Entolomataceae"	"Trichosporonaceae"	"Lophiostomataceae"	"Sporidiobolaceae"	"Sclerotiniaceae"	"Halosphaeriaceae"	"Marasmiaceae"	"Morchellaceae"	"Apiosporaceae"	"Phacidiaceae"	"Teratosphaeriaceae"	"Taphrinaceae"	"Russulaceae"	"Diatrypaceae"	"Incertae_sedis_Microascales"	"Schizoporaceae"	"Ceratostomataceae"	"Physalacriaceae"	"Incertae_sedis_Agaricales"	"Peniophoraceae"	"Arthrodermataceae"	"Teloschistaceae"	"Leptosphaeriaceae"	"Venturiaceae"	"Geastraceae"	"Amphisphaeriaceae"	"Dothideaceae"	"Lichtheimiaceae"	"Diaporthaceae"	"Tubeufiaceae"	"Plectosphaerellaceae"	"Pichiaceae"	"Leotiaceae"	"Tricholomataceae"	"Verrucariaceae"	"Gloeophyllaceae"	"Sebacinales.Group.B"	"Blastocladiaceae"	"Terramycetaceae"	"Dermateaceae"	"Umbelopsidaceae"	"Tritirachium"	"Lyophyllaceae"	"Saccharomycopsidaceae"	"Arachnomycetaceae"	"Clavariaceae"	"Incertae_sedis_Polyporales"	"Atheliaceae"	"Rhizophydiaceae"	"Incertae_sedis_Exobasidiomycetes"	"Antennulariellaceae"	"Clavulinaceae"	"Cucurbitariaceae"	"Tetraplosphaeriaceae"	"Geminibasidiaceae"	"Dothioraceae"	"Albatrellaceae"	"Cephalothecaceae"	"Pseudeurotiaceae"	"Ceratocystidaceae"	"Metschnikowiaceae"	"Archaeosporaceae"	"Hydnangiaceae"	"Catenariaceae"	"Massarinaceae"	"Saccotheciaceae"	"Dipodascaceae"	"Olpidiaceae"	"Sclerodermataceae"	"Chionosphaeraceae"	"Helvellaceae"	"Incertae_sedis_Diaporthales"	"Sebacinaceae"	"Microthyriaceae"	"Trichomonascaceae"	"Filobasidiaceae"	"Thelephoraceae"	"Neocallimastigaceae"	"Kondoaceae"	"Cunninghamellaceae"	"Saccharomycodaceae"	"Lulworthiaceae"	"Clypeosphaeriaceae"	"Physodermataceae"	"Thermoascaceae"	"Pleurotaceae"	"Lentitheciaceae"	"Hygrophoraceae"	"Others"
"B73_Z1_1"	0.175572519	0.043372658	0.009021513	0.012144344	0.000346981	0.022206801	0.069743234	0.001387925	0.009368494	0.020471895	0.018043026	0.007980569	0.000346981	0.009368494	0.0111034	0.001387925	0	0	0.001040944	0	0	0.004857738	0	0.001387925	0.000693963	0.00277585	0.003469813	0.000693963	0	0.000693963	0.002428869	0	0.001040944	0	0	0.003469813	0.00277585	0	0.003816794	0	0.000346981	0	0	0	0	0	0.002428869	0.003816794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551353227
"B73_Z1_2"	0.176613463	0.041637752	0.006245663	0.019083969	0.020124913	0.010756419	0.163775156	0.0111034	0.00832755	0.017002082	0.010409438	0.018043026	0.000693963	0.014226232	0.0111034	0.001040944	0	0	0.028105482	0	0.000346981	0.003469813	0	0.000693963	0.001040944	0.002081888	0.00277585	0	0.000693963	0.013532269	0.010756419	0	0.000693963	0.000346981	0	0	0.002081888	0	0.006592644	0.000346981	0	0	0	0	0	0.000346981	0.001040944	0.003122831	0.000346981	0.000693963	0.001040944	0	0	0.000346981	0.001734906	0	0	0	0	0	0	0	0	0.002081888	0	0	0	0.000346981	0	0.000346981	0	0	0.000346981	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382720333
"B73_Z1_3"	0.081540597	0.070090215	0.000346981	0.009368494	0.003816794	0.023247745	0.046495489	0	0.005898681	0.034351145	0.004510756	0.009021513	0.002081888	0.040596808	0.011797363	0.001040944	0	0	0.001734906	0	0	0.000693963	0.000346981	0.000346981	0.008674532	0.000693963	0.009021513	0	0	0.004163775	0.001387925	0.001387925	0	0	0	0	0.000346981	0.001387925	0.004163775	0.001040944	0.000693963	0	0.000346981	0	0.0055517	0	0.003469813	0.003122831	0.000346981	0.000693963	0	0	0	0	0.000346981	0	0.001734906	0.000346981	0	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0.000346981	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.600971548
"A632_Z1_1"	0.213740458	0.034698126	0.002081888	0.007980569	0.000346981	0.010409438	0.076682859	0.001040944	0.010062457	0.010062457	0.009715475	0.019430951	0.002081888	0.014226232	0.017002082	0.002428869	0.071131159	0.000346981	0.060721721	0	0	0.000693963	0	0	0.002081888	0.002081888	0.001040944	0	0.001040944	0.003469813	0.000346981	0	0.000346981	0	0.001040944	0	0.000693963	0.002081888	0.00832755	0.000693963	0	0	0.009368494	0	0.001040944	0	0.000346981	0.001387925	0.000346981	0.000693963	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396252602
"A632_Z1_2"	0.139486468	0.020124913	0.005898681	0.078764747	0.037126995	0.009368494	0.125607217	0	0.007633588	0.097154754	0.008674532	0.010409438	0.001040944	0.022553782	0.021165857	0.001387925	0	0	0.019777932	0	0	0.001040944	0	0.000346981	0.001040944	0.001387925	0.003122831	0.000346981	0	0.002081888	0.00277585	0	0	0	0	0	0.001040944	0.001734906	0.002081888	0.001040944	0	0	0	0	0.000693963	0	0.000693963	0.003122831	0.000693963	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367800139
"A632_Z1_3"	0.180777238	0.015961138	0.004163775	0.004510756	0.000693963	0.005204719	0.047883414	0	0.031228314	0.012491325	0.004163775	0.004857738	0	0.032616239	0.0055517	0.0055517	0.000693963	0	0.04129077	0	0.000346981	0	0	0.001734906	0.002428869	0.003469813	0.002428869	0	0.004163775	0.005898681	0	0	0	0.000693963	0	0.000346981	0	0	0.001734906	0.000693963	0	0	0.003122831	0	0	0	0.001040944	0.001387925	0.000346981	0.000346981	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57147814
"Mo17_Z1_1"	0.110340042	0.018390007	0.001734906	0.000693963	0	0.010756419	0.037473976	0.000346981	0.006245663	0.017696044	0.003816794	0.0055517	0.000693963	0.008674532	0.009021513	0.001734906	0	0.000346981	0.001040944	0	0	0.001040944	0	0	0.00277585	0.001040944	0.001040944	0	0	0	0.001734906	0	0	0	0.003469813	0.000693963	0.000346981	0.000346981	0.012491325	0	0	0	0	0	0.000693963	0	0.00277585	0.001040944	0	0	0	0.001734906	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73351839
"Mo17_Z1_2"	0.118667592	0.051006246	0.000693963	0.115544761	0.316446912	0.013532269	0.060721721	0	0.056904927	0.006245663	0.003122831	0.004857738	0	0.031228314	0.004510756	0.001040944	0	0	0.000693963	0	0	0.001040944	0	0	0.001040944	0.000693963	0.005204719	0	0.001734906	0.000693963	0.000693963	0	0	0.003816794	0	0	0.000346981	0.000346981	0.000346981	0.000346981	0	0	0.000346981	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196391395
"Mo17_Z1_3"	0.172102706	0.119014573	0	0.022206801	0.051006246	0.013532269	0.084663428	0	0.0055517	0.005204719	0.018043026	0.035045108	0.000346981	0.027064539	0.005898681	0.001387925	0	0	0.000693963	0	0	0.001040944	0	0	0.000693963	0.001734906	0.00277585	0	0	0.004857738	0.001734906	0	0.001387925	0.000346981	0	0	0.000346981	0.000693963	0.000346981	0	0	0	0	0	0	0	0.000346981	0.00277585	0.001040944	0	0.000346981	0	0	0	0.000693963	0.001040944	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415683553
"LH51_Z1_1"	0.329979181	0.012491325	0	0.006939625	0.020471895	0.011797363	0.108952117	0	0.009715475	0.007633588	0.004857738	0.026023595	0.000346981	0.018736988	0.007980569	0.002081888	0	0	0.004510756	0	0	0.000346981	0	0	0.000693963	0.001734906	0.002428869	0.001387925	0.001040944	0.004163775	0.001734906	0	0.000693963	0	0	0.000693963	0.000346981	0.000693963	0.001387925	0.000693963	0	0	0	0	0	0	0.000346981	0.001387925	0	0	0	0	0.000346981	0	0.000346981	0	0	0	0	0.000346981	0.000346981	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405621096
"LH51_Z1_2"	0.216516308	0.014226232	0.000693963	0.006245663	0.009715475	0.012838307	0.058986815	0	0.00277585	0.012144344	0.005204719	0.012838307	0	0.027758501	0.006939625	0.000693963	0.000346981	0	0.002428869	0	0	0.000693963	0	0	0.004163775	0.001040944	0.000693963	0	0.000346981	0.002428869	0.001040944	0	0.000693963	0	0.004163775	0.003816794	0	0.002428869	0.003816794	0.000346981	0	0.001040944	0.000346981	0	0.003122831	0	0.001040944	0.00277585	0	0.000346981	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.573213046
"LH51_Z1_3"	0.189104788	0.018390007	0.00277585	0.032616239	0.000693963	0.010409438	0.082581541	0.002081888	0.004510756	0.011450382	0.007286607	0.019083969	0.002428869	0.031228314	0.00832755	0.00277585	0.000346981	0	0.001040944	0	0	0.001734906	0	0.001387925	0.001734906	0.00277585	0.00277585	0	0	0.001040944	0.004857738	0	0.000693963	0.000693963	0	0	0.002081888	0	0.001387925	0.000346981	0	0.000346981	0.000346981	0	0	0	0.000346981	0.001734906	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001387925	0	0.000346981	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545107564
"LH52_Z1_1"	0.082928522	0.00832755	0.002081888	0.001387925	0.000346981	0.00277585	0.026023595	0	0.002081888	0.0055517	0.007633588	0.001734906	0	0.006939625	0.002081888	0.000693963	0	0.000346981	0	0	0	0.001734906	0	0	0.000346981	0.005898681	0.001040944	0	0	0	0.000346981	0	0.000346981	0	0	0	0.000346981	0	0.001040944	0.000693963	0	0.000346981	0	0	0	0	0	0.001734906	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.834489938
"LH52_Z1_2"	0.155447606	0.013879251	0	0.00277585	0.00832755	0.003122831	0.031575295	0	0.003469813	0.00277585	0.004510756	0.004510756	0.000346981	0.007633588	0.004163775	0.000693963	0	0	0.001040944	0	0	0.000346981	0	0	0.001387925	0.000693963	0	0	0.000346981	0.000693963	0.001387925	0	0.000693963	0	0	0	0.000693963	0	0.001040944	0.002428869	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.745662734
"LH52_Z1_3"	0.146773074	0.14018043	0.001734906	0.072866065	0.177654407	0.017002082	0.035045108	0.000693963	0.003122831	0.009021513	0.002081888	0.009715475	0.000693963	0.013185288	0.009368494	0.001387925	0	0	0.004510756	0.000346981	0.000346981	0.000346981	0	0	0.002428869	0.001040944	0.001387925	0	0	0.001734906	0.000693963	0	0	0	0	0	0.000693963	0.000693963	0.001734906	0	0	0	0	0	0.000346981	0.009021513	0.004163775	0.002081888	0.000693963	0	0	0	0	0	0	0	0	0	0	0.001387925	0	0	0	0	0.001734906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323733518
"E8501_Z1_1"	0.060027759	0.00832755	0.004510756	0.001734906	0.001040944	0.006245663	0.019083969	0	0.006939625	0.009368494	0.003816794	0.003469813	0	0.009021513	0.004163775	0.000693963	0	0	0.004857738	0	0	0.000693963	0	0	0.007633588	0.000346981	0.000346981	0	0.000693963	0.000346981	0.001387925	0	0	0	0	0	0.000346981	0	0.001387925	0	0.000693963	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0.000693963	0	0	0	0.000346981	0.000346981	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.840388619
"E8501_Z1_2"	0.198126301	0.010062457	0.000693963	0.000693963	0.014573213	0.002081888	0.068008328	0	0.009715475	0.005898681	0.005204719	0.009715475	0	0.0111034	0.00277585	0.001387925	0	0	0.000346981	0	0	0.000693963	0.001387925	0	0.000693963	0.001387925	0.001040944	0	0.000346981	0.002081888	0.002428869	0	0	0	0	0	0.001040944	0.000346981	0.001040944	0	0.001040944	0	0	0	0	0	0	0.001040944	0	0	0.000346981	0.000346981	0	0.001040944	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642609299
"E8501_Z1_3"	0.158917418	0.030881332	0.00277585	0.0055517	0.001387925	0.012144344	0.064538515	0.001040944	0.003816794	0.033657183	0.0055517	0.014573213	0.000346981	0.025329632	0.007633588	0.004857738	0	0	0.001734906	0	0.001734906	0.000693963	0	0	0.029840389	0.003122831	0.006592644	0	0.000693963	0.003122831	0.001040944	0	0.001387925	0	0	0.000693963	0.000346981	0.00832755	0.002428869	0	0	0	0.000346981	0	0.000346981	0	0.000693963	0.001734906	0	0.000346981	0	0	0	0	0.000346981	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0.000346981	0.000346981	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559680777
"LH93_Z1_1"	0.205412908	0.072172103	0	0.017002082	0.032269257	0.004857738	0.134281749	0	0.006245663	0.0055517	0.013532269	0.019083969	0.001387925	0.012838307	0.071825121	0.001387925	0.000346981	0	0.002081888	0	0	0.000693963	0.000693963	0.000346981	0.001387925	0.002428869	0.00277585	0.000346981	0.000693963	0.006592644	0.003816794	0	0	0	0.002081888	0	0.001040944	0.003469813	0.002428869	0	0.000693963	0	0	0	0.000346981	0	0.001387925	0.001734906	0	0.000346981	0.005204719	0	0	0.000693963	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358778626
"LH93_Z1_2"	0.163428175	0.052394171	0.000693963	0.036433033	0.040596808	0.016308119	0.052741152	0	0.023247745	0.014226232	0.005898681	0.015961138	0.001734906	0.035045108	0.004510756	0.001734906	0	0	0	0	0	0.001387925	0.000693963	0	0.000693963	0.003816794	0.001387925	0	0.000346981	0.001040944	0.002081888	0	0.001387925	0.000346981	0.000346981	0	0.001387925	0.00277585	0.000693963	0	0	0	0	0	0.004163775	0	0.000346981	0.000693963	0	0	0.000693963	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0.000346981	0	0.000346981	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508674532
