"Taxonomy"	"Mortierellaceae"	"Trichocomaceae"	"Thelebolaceae"	"Cordycipitaceae"	"Incertae_sedis_Ascomycota"	"Nectriaceae"	"Incertae_sedis_Hypocreales"	"Ceratobasidiaceae"	"Chaetomiaceae"	"Pleosporaceae"	"Hypocreaceae"	"Microascaceae"	"Chaetothyriaceae"	"Lasiosphaeriaceae"	"Incertae_sedis_Sordariomycetes"	"Incertae_sedis_Helotiales"	"Incertae_sedis_Dothideomycetes"	"Incertae_sedis_Cantharellales"	"Incertae_sedis_Trichosphaeriales"	"Corticiaceae"	"Rhizophlyctidaceae"	"Incertae_sedis_Leotiomycetes"	"Amylocorticiaceae"	"Kickxellaceae"	"Helotiaceae"	"Herpotrichiellaceae"	"Incertae_sedis_Pleosporales"	"Incertae_sedis_Eurotiales"	"Chytridiaceae"	"Incertae_sedis_Sporidiobolales"	"Gymnoascaceae"	"Incertae_sedis_Xylariales"	"Spizellomycetaceae"	"Orbiliaceae"	"Diversisporaceae"	"Cystofilobasidiaceae"	"Myxotrichaceae"	"Incertae_sedis_Tremellales"	"Davidiellaceae"	"Bolbitiaceae"	"Glomerellaceae"	"Rhizopodaceae"	"Sordariaceae"	"Incertae_sedis_Cystofilobasidiales"	"Glomeraceae"	"Xylariaceae"	"Psathyrellaceae"	"Bionectriaceae"	"Agaricaceae"	"Inocybaceae"	"Onygenaceae"	"Mucoraceae"	"Pezizaceae"	"Ophiocordycipitaceae"	"Mycosphaerellaceae"	"Pluteaceae"	"Pyronemataceae"	"Incertae_sedis_Fungi"	"Phanerochaetaceae"	"Schizophyllaceae"	"Phaeosphaeriaceae"	"Acarosporaceae"	"Meruliaceae"	"Ustilaginaceae"	"Sporormiaceae"	"Erysiphaceae"	"Amanitaceae"	"Coniochaetaceae"	"Niessliaceae"	"Incertae_sedis_Onygenales"	"Eremomycetaceae"	"Incertae_sedis_Capnodiales"	"Claroideoglomeraceae"	"Aplosporellaceae"	"Incertae_sedis_Sordariales"	"Incertae_sedis_Saccharomycetales"	"Wallemiaceae"	"Strophariaceae"	"Chaetosphaeriaceae"	"Incertae_sedis_Auriculariales"	"Incertae_sedis_Erythrobasidiales"	"Agaricostilbaceae"	"Trapeliaceae"	"Incertae_sedis_Agaricomycetes"	"Clavicipitaceae"	"Saccharomycetaceae"	"Rhytismataceae"	"Coniophoraceae"	"Magnaporthaceae"	"Polyporaceae"	"Botryosphaeriaceae"	"Malasseziaceae"	"Niaceae"	"Rutstroemiaceae"	"Incertae_sedis_Chaetothyriales"	"Montagnulaceae"	"Ascobolaceae"	"Corynesporascaceae"	"Hydnodontaceae"	"Capnodiaceae"	"Fomitopsidaceae"	"Archaeorhizomycetaceae"	"Cystobasidiaceae"	"Ganodermataceae"	"Ajellomycetaceae"	"Monascaceae"	"Debaryomycetaceae"	"Togniniaceae"	"Incertae_sedis_Pezizales"	"Entolomataceae"	"Trichosporonaceae"	"Lophiostomataceae"	"Sporidiobolaceae"	"Sclerotiniaceae"	"Halosphaeriaceae"	"Marasmiaceae"	"Morchellaceae"	"Apiosporaceae"	"Phacidiaceae"	"Teratosphaeriaceae"	"Taphrinaceae"	"Russulaceae"	"Diatrypaceae"	"Incertae_sedis_Microascales"	"Schizoporaceae"	"Ceratostomataceae"	"Physalacriaceae"	"Incertae_sedis_Agaricales"	"Peniophoraceae"	"Arthrodermataceae"	"Teloschistaceae"	"Leptosphaeriaceae"	"Venturiaceae"	"Geastraceae"	"Amphisphaeriaceae"	"Dothideaceae"	"Lichtheimiaceae"	"Diaporthaceae"	"Tubeufiaceae"	"Plectosphaerellaceae"	"Pichiaceae"	"Leotiaceae"	"Tricholomataceae"	"Verrucariaceae"	"Gloeophyllaceae"	"Sebacinales.Group.B"	"Blastocladiaceae"	"Terramycetaceae"	"Dermateaceae"	"Umbelopsidaceae"	"Tritirachium"	"Lyophyllaceae"	"Saccharomycopsidaceae"	"Arachnomycetaceae"	"Clavariaceae"	"Incertae_sedis_Polyporales"	"Atheliaceae"	"Rhizophydiaceae"	"Incertae_sedis_Exobasidiomycetes"	"Antennulariellaceae"	"Clavulinaceae"	"Cucurbitariaceae"	"Tetraplosphaeriaceae"	"Geminibasidiaceae"	"Dothioraceae"	"Albatrellaceae"	"Cephalothecaceae"	"Pseudeurotiaceae"	"Ceratocystidaceae"	"Metschnikowiaceae"	"Archaeosporaceae"	"Hydnangiaceae"	"Catenariaceae"	"Massarinaceae"	"Saccotheciaceae"	"Dipodascaceae"	"Olpidiaceae"	"Sclerodermataceae"	"Chionosphaeraceae"	"Helvellaceae"	"Incertae_sedis_Diaporthales"	"Sebacinaceae"	"Microthyriaceae"	"Trichomonascaceae"	"Filobasidiaceae"	"Thelephoraceae"	"Neocallimastigaceae"	"Kondoaceae"	"Cunninghamellaceae"	"Saccharomycodaceae"	"Lulworthiaceae"	"Clypeosphaeriaceae"	"Physodermataceae"	"Thermoascaceae"	"Pleurotaceae"	"Lentitheciaceae"	"Hygrophoraceae"	"Others"
"787_Z1_2"	0.214087439	0.017696044	0.000346981	0.002081888	0.009021513	0.039208883	0.06592644	0.000693963	0.0055517	0.015961138	0.010409438	0.007286607	0.000693963	0.033657183	0.003816794	0.019430951	0	0.000693963	0.004857738	0.000346981	0	0.000693963	0	0.00277585	0.001040944	0.009021513	0.006245663	0	0	0.007980569	0.001040944	0	0	0.000346981	0	0	0	0	0.002428869	0	0	0	0.004163775	0.000346981	0	0	0.00277585	0.001040944	0	0.001040944	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5055517
"787_Z1_3"	0.132893824	0.022553782	0.0055517	0.004510756	0.000346981	0.123178348	0.047536433	0	0.055517002	0.012838307	0.004857738	0.007980569	0.000346981	0.016308119	0.004857738	0.002081888	0	0	0.014226232	0.000346981	0	0.001040944	0.041984733	0	0.000346981	0.004510756	0.007286607	0	0	0.002081888	0.000693963	0	0.001040944	0.000693963	0	0	0	0.000346981	0.005898681	0.000346981	0	0	0	0	0.002428869	0	0.001040944	0.002081888	0.001387925	0	0	0	0	0	0.001040944	0.000346981	0	0	0	0	0	0.000693963	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46703678
"IB014_Z1_1"	0.138098543	0.0111034	0.000693963	0.000693963	0.002081888	0.005898681	0.036086051	0.000693963	0.009715475	0.010756419	0.003122831	0.004510756	0	0.009368494	0.001734906	0.002081888	0	0	0.000693963	0	0	0.000693963	0	0	0	0.001387925	0.001387925	0	0	0.003816794	0.000693963	0	0	0.000346981	0.000693963	0	0.000346981	0.000693963	0.0055517	0	0	0.000346981	0	0	0.000346981	0	0	0.002081888	0	0	0	0.000693963	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742886884
"IB014_Z1_2"	0.086745316	0.033310201	0.008674532	0.000346981	0.004857738	0.0055517	0.045454545	0	0.001734906	0.010409438	0.002081888	0.002428869	0.001040944	0.008674532	0.017696044	0.003122831	0	0	0.000346981	0.0055517	0.000346981	0.001040944	0	0	0.001734906	0.001040944	0.000346981	0	0	0.00277585	0.002081888	0	0.000346981	0.000346981	0	0	0.000346981	0.000346981	0.000693963	0	0	0	0.003122831	0	0	0	0.000346981	0.000346981	0	0.000346981	0.000693963	0.000346981	0.000346981	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742192922
"IB014_Z1_3"	0.139486468	0.062109646	0.017349063	0.006939625	0	0.010756419	0.165510062	0	0.012144344	0.017349063	0.015614157	0.007633588	0.001040944	0.020124913	0.013879251	0.003122831	0	0	0.005898681	0	0	0.001040944	0	0	0.002081888	0.002428869	0.017696044	0	0.000346981	0.002428869	0.002081888	0	0	0	0.000693963	0	0.000693963	0.000693963	0.002428869	0	0	0	0.007633588	0	0.001734906	0	0.002428869	0.000693963	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454545455
"PHN11_Z1_1"	0.147120056	0.015267176	0.001387925	0	0.000346981	0.006939625	0.035045108	0.000346981	0.006592644	0.016308119	0.003122831	0.004163775	0	0.014920194	0.007286607	0.001040944	0	0	0.000693963	0	0	0.000346981	0	0	0.002428869	0.000693963	0.001387925	0	0	0	0.002428869	0.001040944	0.001040944	0	0.009368494	0	0	0.001734906	0.002081888	0.000346981	0	0	0	0	0.005898681	0	0.000693963	0.002428869	0.000693963	0	0.000693963	0	0	0	0.002081888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.702984039
"PHN11_Z1_2"	0.03851492	0.011450382	0.000693963	0.005204719	0.006592644	0.004510756	0.015267176	0.000346981	0.004163775	0.006245663	0.002081888	0.000693963	0.000693963	0.010756419	0.003469813	0.001040944	0	0	0.000346981	0	0.000346981	0	0	0	0.003122831	0.001040944	0.001040944	0.001387925	0.000346981	0.000693963	0.000346981	0	0.003469813	0	0	0	0.000346981	0.000346981	0.000693963	0.000693963	0	0	0	0	0	0	0.000346981	0.000346981	0.000346981	0	0	0	0	0.000693963	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871616933
"PHN11_Z1_3"	0.129424011	0.012838307	0.002428869	0.004163775	0.017696044	0.018736988	0.031228314	0	0.002428869	0.004510756	0.003816794	0.0055517	0.002428869	0.018736988	0.004510756	0.001387925	0	0	0.018043026	0	0.000346981	0	0	0.000346981	0.00277585	0.000693963	0.001387925	0.000346981	0.014226232	0.001734906	0.001040944	0	0.005898681	0	0	0	0	0	0.001387925	0	0	0	0	0	0	0	0.000693963	0.001040944	0.000346981	0	0	0	0	0	0	0.00277585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68667592
"PHJ75_Z1_1"	0.074600972	0.009021513	0.000346981	0.00277585	0.000346981	0.0055517	0.022206801	0.000346981	0.002081888	0.006245663	0.009715475	0.006245663	0	0.005204719	0.004510756	0.00277585	0	0	0.004163775	0	0	0	0	0	0.000693963	0.001734906	0.000346981	0	0.000346981	0.001734906	0.001040944	0	0.001040944	0.000346981	0	0	0	0	0.001387925	0	0.000346981	0	0	0	0	0.000346981	0.000693963	0.001040944	0.000346981	0	0	0.000346981	0.001734906	0.000693963	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829285219
"PHJ75_Z1_2"	0.109299098	0.016308119	0.000346981	0.001734906	0.001734906	0.003122831	0.040596808	0	0.004163775	0.012491325	0.007633588	0.007633588	0	0.009368494	0.0055517	0.001040944	0	0	0.000346981	0	0	0.002081888	0.000693963	0	0.002428869	0.000693963	0.000346981	0	0.001040944	0.000693963	0.001387925	0	0.001734906	0	0.000693963	0	0.000693963	0.001040944	0.003469813	0.000346981	0.000346981	0	0	0	0.002428869	0	0	0.002081888	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754684247
"PHJ75_Z1_3"	0.077723803	0.016308119	0.148854962	0.003469813	0.015614157	0.024288688	0.035045108	0	0.002081888	0.021165857	0.002081888	0.007980569	0	0.013532269	0.007286607	0.005204719	0	0	0.018736988	0	0	0.000346981	0	0.000693963	0.03018737	0.001040944	0.0111034	0	0.000346981	0.000346981	0.000693963	0	0.001387925	0	0.001734906	0	0.000693963	0.002428869	0.001040944	0	0	0	0	0	0.003122831	0	0.000346981	0.001040944	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543025677
"PHM10_Z1_1"	0.082581541	0.022206801	0.000346981	0.002428869	0.000693963	0.003122831	0.031922276	0	0.003122831	0.009368494	0.002081888	0.0055517	0	0.011450382	0.004857738	0.000346981	0	0	0.003122831	0.001734906	0	0.000693963	0	0	0.000346981	0.001040944	0.001040944	0	0.000693963	0.000693963	0.001040944	0	0	0	0	0	0	0	0.001387925	0	0.001387925	0	0	0	0	0	0.001040944	0.002428869	0	0.000346981	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.800485774
"PHM10_Z1_2"	0.095419847	0.013185288	0	0.001734906	0.009021513	0.004510756	0.032269257	0	0.003469813	0.06592644	0.009368494	0.012144344	0.000346981	0.010756419	0.004163775	0.002428869	0	0	0	0	0	0.001040944	0	0	0.000693963	0.000693963	0.001387925	0	0	0.004163775	0.000693963	0	0.000693963	0	0	0	0	0	0.002081888	0.000693963	0	0	0	0	0	0	0	0.001040944	0	0.001040944	0	0	0	0.000346981	0	0	0	0	0	0.000346981	0.003122831	0	0	0	0	0.000346981	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.715475364
"PHM10_Z1_3"	0.204718945	0.057251908	0.05759889	0.022553782	0	0.010756419	0.090909091	0	0.011797363	0.018390007	0.004510756	0.009368494	0.00277585	0.020471895	0.014920194	0.00832755	0	0	0.007980569	0	0	0.000693963	0.001387925	0	0.001387925	0.003122831	0.013532269	0	0.000693963	0.003122831	0.002428869	0	0	0	0	0	0.001040944	0.000693963	0.002081888	0.000693963	0	0	0.004510756	0	0	0	0	0.002428869	0.001387925	0	0	0	0.000346981	0.000346981	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417071478
"LH205_Z1_1"	0.049618321	0.073907009	0.000346981	0.013185288	0.009021513	0.002081888	0.031575295	0	0.003122831	0.002081888	0.001734906	0.003469813	0	0.004163775	0.002081888	0.001040944	0	0	0.000346981	0	0	0.000693963	0	0	0.001040944	0.000346981	0.000693963	0	0.000346981	0.001734906	0.000346981	0	0	0.001040944	0	0	0.000346981	0.000346981	0.001040944	0.001387925	0	0	0	0	0.001040944	0	0	0.001387925	0.000346981	0	0	0	0	0	0.000346981	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788688411
"LH205_Z1_2"	0.006939625	0.020818876	0	0	0.005898681	0	0	0.001040944	0.006245663	0.037473976	0.091603053	0.000346981	0.004163775	0.000346981	0	0	0	0	0	0.004857738	0	0	0.000346981	0.002428869	0	0.025329632	0	0	0.019777932	0	0.006245663	0	0.00277585	0.014920194	0	0	0	0	0	0.010756419	0	0	0.000346981	0	0	0	0.000346981	0	0.003122831	0.00277585	0.002428869	0.000346981	0	0.000693963	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72519084
"LH205_Z1_3"	0.289035392	0.017696044	0.001387925	0.000693963	0	0.006939625	0.085357391	0	0.009368494	0.007286607	0.003816794	0.0111034	0.000346981	0.0111034	0.007633588	0.000693963	0	0	0.002081888	0	0	0.000693963	0	0	0.000346981	0.00277585	0.003122831	0	0	0.002428869	0.001734906	0	0.001040944	0	0	0	0.000693963	0	0.001040944	0.000693963	0	0	0	0	0	0	0	0.001040944	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528799445
"PHW51_Z1_1"	0.072172103	0.037820958	0.069743234	0.377515614	0.009021513	0.008674532	0.050312283	0.001040944	0.00277585	0.011797363	0.005204719	0.005204719	0.000346981	0.005204719	0.003122831	0.004857738	0	0	0.005204719	0	0.000346981	0.001040944	0	0.000346981	0.000693963	0.001387925	0.006939625	0.000346981	0	0.002428869	0.001387925	0	0.001734906	0.000693963	0.000693963	0.000693963	0.000346981	0.000346981	0.002081888	0.000693963	0	0.000346981	0	0	0.0055517	0	0.000693963	0.001387925	0.000346981	0	0	0	0.000346981	0.000346981	0	0.000346981	0	0	0	0.000346981	0	0	0	0.000346981	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295975017
"PHW51_Z1_2"	0.20055517	0.118320611	0.0055517	0.051006246	0.032269257	0.013532269	0.089868147	0	0.007286607	0.03018737	0.0055517	0.00832755	0.001387925	0.036086051	0.025676613	0.00277585	0	0	0.001387925	0.001040944	0	0.001040944	0	0	0.002428869	0.002428869	0.007633588	0	0.000346981	0.000693963	0.001734906	0	0	0	0	0	0.001387925	0.000693963	0.0055517	0.000346981	0	0.000346981	0.007286607	0	0	0	0.001040944	0.002081888	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333102012
"PHW51_Z1_3"	0.044760583	0.032269257	0.14295628	0.018043026	0.004163775	0.002081888	0.122137405	0	0.005898681	0.009368494	0.006245663	0.0111034	0.001040944	0.072519084	0.014920194	0.012491325	0.001040944	0	0.010409438	0.001040944	0	0.001387925	0.000346981	0	0.001734906	0.004510756	0	0	0.000346981	0.003469813	0.001734906	0	0.003816794	0	0	0	0.000693963	0	0.005898681	0.000346981	0	0	0.010062457	0	0	0	0.000693963	0.004510756	0.000346981	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446217904
