"Taxonomy"	"Mortierella.elongata"	"Pezizella.discreta"	"Beauveria.bassiana"	"Penicillium.aurantiogriseum"	"Penicillium.simplicissimum"	"Staphylotrichum.coccosporum"	"Kernia.pachypleura"	"Alternaria.alternata"	"Mortierella.alpina"	"Septoriella.oudemansii"	"Trichoderma.virens"	"Myrmecridium.thailandicum"	"Waitea.circinata"	"Rhizophlyctis.rosea"	"Fusarium.oxysporum"	"Sarocladium.zeae"	"Trichoderma.brevicompactum"	"Ramicandelaber.longisporus"	"Curvularia.intermedia"	"Minimedusa.polyspora"	"Periconia.macrospinosa"	"Talaromyces.funiculosus"	"Myrothecium.gramineum"	"Thermomyces.lanuginosus"	"Phlyctochytrium.africanum"	"Rhodotorula.ferulica"	"Chaetomium.erectum"	"Schizothecium.inaequale"	"Monosporascus.cannonballus"	"Sarocladium.implicatum"	"Leucothecium.emdenii"	"Gibberella.tricincta"	"Guehomyces.pullulans"	"Corymbiglomus.tortuosum"	"Myrmecridium.schulzeri"	"Oidiodendron.rhodogenum"	"Khuskia.oryzae"	"Conocybe.apala"	"Thanatephorus.cucumeris"	"Gibberella.intricans"	"Trichoderma.harzianum"	"Mortierella.ambigua"	"Aspergillus.japonicus"	"Sarocladium.strictum"	"Conocybe.siennophylla"	"Aspergillus.flavipes"	"Talaromyces.radicus"	"Mortierella.chienii"	"Conocybe.moseri"	"Acremonium.pilosum"	"Cryptococcus.adeliensis"	"Talaromyces.stollii"	"Acremonium.charticola"	"Spizellomyces.lactosolyticus"	"Glomus.dimorphicum"	"Curvularia.lunata"	"Scolecobasidium.humicola"	"Sarocladium.pseudostrictum"	"Rhodotorula.mucilaginosa"	"Cyphellophora.suttonii"	"Trichoderma.asperellum"	"Rhodotorula.terpenoidalis"	"Peziza.ammophila"	"Stilbella.aciculosa"	"Sarocladium.hominis"	"Hirsutella.proturicola"	"Penicillium.sanguifluum"	"Glomerella.acutata"	"Volvariella.murinella"	"Dissoconium.proteae"	"Paurocotylis.pila"	"Sarocladium.kiliense"	"Clonostachys.rosea"	"Aphanoascus.keratinophilus"	"Talaromyces.verruculosus"	"Scopulariopsis.acremonium"	"Coprinopsis.cinerea"	"Aspergillus.versicolor"	"Schizophyllum.commune"	"Vermispora.spermatophaga"	"Coprinus.cortinatus"	"Ophiosphaerella.agrostidis"	"Chrysosporium.lucknowense"	"Colletotrichum.hanaui"	"Hydropisphaera.erubescens"	"Chaetomium.nigricolor"	"Pluteus.podospileus"	"Conocybe.watlingii"	"Mycothermus.thermophilus"	"Mortierella.hyalina"	"Oidiodendron.truncatum"	"Coprinellus.curtus"	"Penicillium.expansum"	"Coprinopsis.nivea"	"Aspergillus.alliaceus"	"Cyathus.stercoreus"	"Funneliformis.mosseae"	"Myrothecium.cinctum"	"Pseudozyma.prolifica"	"Hydnophlebia.chrysorhiza"	"Hirsutella.vermicola"	"Rhizophagus.intraradices"	"Coprinopsis.phlyctidospora"	"Ramichloridium.apiculatum"	"Cladosporium.halotolerans"	"Dactylella.heptameres"	"Uncinocarpus.reesii"	"Stachybotrys.elegans"	"Chaetomium.truncatulum"	"Chaetothyrium.agathis"	"Rhizophagus.irregularis"	"Penicillium.brevicompactum"	"Aspergillus.flavus"	"Uwebraunia.dekkeri"	"Blumeria.graminis"	"Cladorrhinum.foecundissimum"	"Myceliophthora.thermophila"	"Agaricus.bisporiticus"	"Candida.parapsilosis"	"Coprinellus.sclerocystidiosus"	"Haptocillium.balanoides"	"Stachybotrys.chartarum"	"Podospora.prethopodalis"	"Toxicocladosporium.irritans"	"Thielavia.arenaria"	"Madurella.fahalii"	"Cryptococcus.aureus"	"Calcarisporium.arbuscula"	"Cryptococcus.liquefaciens"	"Setosphaeria.pedicellata"	"Coprinellus.callinus"	"Trichosphaerella.ceratophora"	"Pseudallescheria.boydii"	"Gymnoascus.petalosporus"	"Leptospora.rubella"	"Arthrographis.kalrae"	"Auricularia.nigricans"	"Paraphoma.radicina"	"Podosordaria.tulasnei"	"Colletotrichum.fuscum"	"Claroideoglomus.etunicatum"	"Aspergillus.fumigatus"	"Malbranchea.chrysosporioidea"	"Thielavia.microspora"	"Thielavia.basicola"	"Staphylotrichum.boninense"	"Collarina.aurantiaca"	"Penicillium.catenatum"	"Sarea.difformis"	"Pyrenophora.tritici.repentis"	"Stilbella.fimetaria"	"Lasiosphaeria.sorbina"	"Zopfiella.latipes"	"Mariannaea.camptospora"	"Cladorrhinum.bulbillosum"	"Bipolaris.zeicola"	"Psathyrella.ammophila"	"Aspergillus.deflectus"	"Microascus.trigonosporus"	"Myceliophthora.fergusii"	"Lasiosphaeria.ovina"	"Pyricularia.parasitica"	"Arthrobotrys.pseudoclavata"	"Botryosphaeria.dothidea"	"Metarhizium.rileyi"	"Pyrenophora.biseptata"	"Trichothecium.roseum"	"Aspergillus.terreus"	"Fusarium.solani"	"Ochroconis.mirabilis"	"Rachicladosporium.cboliae"	"Rhodotorula.glutinis"	"Chaetospermum.chaetosporum"	"Penicillium.capsulatum"	"Hypoxylon.howeanum"	"Pseudoacremonium.sacchari"	"Coniophora.opuntiae"	"Schizothecium.carpinicola"	"Parasympodiella.eucalypti"	"Myrothecium.roridum"	"Malassezia.globosa"	"Rhinocladiella.similis"	"Volutella.ciliata"	"Septoglomus.viscosum"	"Strelitziana.albiziae"	"Chaetomium.globosum"	"Acremonium.hyalinulum"	"Phialosimplex.salinarum"	"Wardomyces.inflatus"	"Acremonium.rutilum"	"Rachicladosporium.eucalypti"	"Aspergillus.clavatus"	"Medicopsis.romeroi"	"Gliomastix.murorum"	"Taifanglania.jiangsuensis"	"Pseudallescheria.ellipsoidea"	"Lachnella.alboviolascens"	"Colletotrichum.gloeosporioides"	"Microascus.gracilis"	"Malassezia.furfur"	"Malassezia.restricta"	"Sporormiella.minimoides"	"Hannaella.oryzae"	"Periconia.byssoides"	"Kluyveromyces.marxianus"	"Phaeosphaeria.fuckelii"	"Lambertella.corni.maris"	"Pseudocosmospora.vilior"	"Gliomastix.luzulae"	"Lecythophora.luteoviridis"	"Mucor.circinelloides"	"Pluteus.cinereofuscus"	"Talaromyces.purpureogenus"	"Chrysosporium.lobatum"	"Ochroconis.tshawytschae"	"Eucasphaeria.capensis"	"Auxarthron.alboluteum"	"Mortierella.capitata"	"Podosphaera.aphanis"	"Tetrapisispora.iriomotensis"	"Exophiala.aquamarina"	"Chaetomium.jodhpurense"	"Pseudocercospora.schizolobii"	"Leptoxyphium.kurandae"	"Cryptococcus.saitoi"	"Cryptomarasmius.crescentiae"	"Gliomastix.cerealis"	"Aspergillus.penicillioides"	"Phaeobotryon.cupressi"	"Neocamarosporium.chichastianum"	"Peziza.varia"	"Phaeoacremonium.rubrigenum"	"Micronematobotrys.verrucosus"	"Coprinellus.velatopruinatus"	"Cryptococcus.fonsecae"	"Coprinopsis.scobicola"	"Phaeoacremonium.krajdenii"	"Pseudolachnea.fraxini"	"Acremonium.vitellinum"	"Mrakia.blollopis"	"Aspergillus.xerophilus"	"Penicillium.raistrickii"	"Verpa.digitaliformis"	"Ceriporia.lacerata"	"Archaeorhizomyces.borealis"	"Arthroderma.multifidum"	"Podospora.dimorpha"	"Platystomum.crataegi"	"Metarhizium.anisopliae"	"Lycoperdon.utriforme"	"Arthrobotrys.superba"	"Claroideoglomus.drummondii"	"Ramicandelaber.brevisporus"	"Chaetomium.longicolleum"	"Cercophora.coprophila"	"Exophiala.alcalophila"	"Microascus.croci"	"Apiospora.montagnei"	"Rhodotorula.eucalyptica"	"Amauroascus.albicans"	"Stachybotrys.echinata"	"Russula.cyanoxantha"	"Conocybe.rickenii"	"Exophiala.xenobiotica"	"Stachybotrys.longispora"	"Lecanicillium.psalliotae"	"Kockovaella.sacchari"	"Madurella.tropicana"	"Coprinopsis.candidolanata"	"Trichosporon.asahii"	"Colletotrichum.dematium"	"Microascus.murinus"	"Postia.stiptica"	"Stellarangia.elegantissima"	"Mycosphaerella.valgourgensis"	"Cladosporium.sphaerospermum"	"Ustilago.coicis"	"Natantispora.unipolaris"	"Flammulina.velutipes"	"Corymbiglomus.corymbiforme"	"Dendrothyrium.longisporum"	"Myrothecium.atrum"	"Xylaria.frustulosa"	"Entoloma.ater"	"Eutypella.citricola"	"Tulostoma.melanocyclum"	"Trichoderma.aerugineum"	"Knufia.epidermidis"	"Sporidiobolus.pararoseus"	"Penicillium.olsonii"	"Aspergillus.calidoustus"	"Guignardia.vaccinii"	"Coprinopsis.strossmayeri"	"Hansfordia.pulvinata"	"Candida.tropicalis"	"Corynespora.cassiicola"	"Conocybe.tuxlaensis"	"Pleospora.bjoerlingii"	"Rhodotorula.ingeniosa"	"Cephalotrichiella.penicillata"	"Scytalidium.circinatum"	"Hannaella.kunmingensis"	"Bovista.pusilla"	"Aspergillus.candidus"	"Phanerochaete.chrysosporium"	"Cosmospora.cymosa"	"Xanthophyllomyces.dendrorhous"	"Peniophora.cinerea"	"Cryptococcus.rajasthanensis"	"Coprinus.comatus"	"Cyphellophora.laciniata"	"Trametes.hirsuta"	"Arthrocladium.caudatum"	"Penicillium.sclerotiorum"	"Panaeolus.papilionaceus"	"Leptosphaeria.heterospora"	"Tulostoma.squamosum"	"Ctenomyces.serratus"	"Microascus.brevicaulis"	"Lactarius.austrozonarius"	"Gymnascella.hyalinospora"	"Alternaria.infectoria"	"Sphaerodes.fimicola"	"Gibberella.baccata"	"Chaetomium.murorum"	"Ophiocordyceps.cochlidiicola"	"Cadophora.orchidicola"	"Talaromyces.purpurogenus"	"Lecanicillium.fungicola"	"Meyerozyma.guilliermondii"	"Scolecobasidium.terreum"	"Fusarium.delphinoides"	"Metacordyceps.chlamydosporia"	"Candida.quercitrusa"	"Ascobolus.crenulatus"	"Hyphodontia.microspora"	"Arthrinium.phaeospermum"	"Schizothecium.glutinans"	"Wallemia.hederae"	"Sporobolomyces.odoratus"	"Bensingtonia.phyllada"	"Panaeolina.foenisecii"	"Byssochlamys.lagunculariae"	"Coprinopsis.atramentaria"	"Sistotremastrum.guttuliferum"	"Harzia.cameroonensis"	"Cladosporium.ramotenellum"	"Phaeothecoidiella.missouriensis"	"Tilletiopsis.washingtonensis"	"Chrysosporium.queenslandicum"	"Conocybe.subpubescens"	"Glomus.macrocarpum"	"Blastobotrys.proliferans"	"Phialemonium.inflatum"	"Coniochaeta.hoffmannii"	"Conocybe.dumetorum"	"Leucoagaricus.leucothites"	"Paraconiothyrium.hawaiiense"	"Arachnomyces.glareosus"	"Arthrobotrys.brochopaga"	"Agaricus.subrufescens"	"Paraphoma.fimeti"	"Piriformospora.indica"	"Acremonium.chrysogenum"	"Seimatosporium.pseudorosarum"	"Agaricus.bisporus"	"Geastrum.lageniforme"	"Glomus.aggregatum"	"Sporobolomyces.kluyveri.nielii"	"Zetiasplozna.acaciae"	"Diaporthe.phaseolorum"	"Calvatia.fragilis"	"Leucophleps.spinispora"	"Anthostomella.conorum"	"Peziza.aurata"	"Mucor.racemosus"	"Arachniotus.dankaliensis"	"Xylaria.acuminatilongissima"	"Paraphysoderma.sedebokerense"	"Ascochyta.caulina"	"Trichoderma.reesei"	"Microascus.verrucosus"	"Phlyctochytrium.aestuarii"	"Fusicolla.acetilerea"	"Metarhizium.marquandii"	"Hirsutella.thompsonii"	"Curvularia.verruculosa"	"Isaria.cicadae"	"Cryptococcus.dimennae"	"Oidiodendron.cerealis"	"Arthrobotrys.thaumasia"	"Alternaria.brassicae"	"Strelitziana.mali"	"Gymnascella.citrina"	"Devriesia.americana"	"Cercophora.mirabilis"	"Cryptococcus.macerans"	"Lophiostoma.corticola"	"Paramicrothyrium.chinensis"	"Kockovaella.thailandica"	"Ajellomyces.crescens"	"Bulleromyces.albus"	"Magnaporthiopsis.panicorum"	"Coprinopsis.echinospora"	"Devriesia.pseudoamericana"	"Gloeoporus.dichrous"	"Penicillium.oxalicum"	"Colletotrichum.chlorophyti"	"Pseudozyma.aphidis"	"Erysiphe.betae"	"Panaeolus.cyanescens"	"Calloria.urticae"	"Microsphaera.juglandis"	"Tulostoma.xerophilum"	"Emericellopsis.terricola"	"Physoderma.maydis"	"Phaeococcomyces.eucalypti"	"Olpidiaster.brassicae"	"Redeckera.fulvum"	"Sphaerellopsis.filum"	"Penicillium.rubidurum"	"Abrothallus.parmeliarum"	"Stephanonectria.keithii"	"Cunninghamella.echinulata"	"Trametes.versicolor"	"Neosetophoma.samarorum"	"Lepiota.cristata"	"Scleroderma.areolatum"	"Sporobolomyces.gracilis"	"Podospora.setosa"	"Nematoctonus.robustus"	"Cercophora.areolata"	"Pichia.manshurica"	"Scedosporium.aurantiacum"	"Coniophora.prasinoides"	"Plenodomus.wasabiae"	"Hanseniaspora.uvarum"	"Cerrena.unicolor"	"Exophiala.spinifera"	"Arthrinium.marii"	"Paraphaeosphaeria.minitans"	"Phomopsis.longicolla"	"Trametes.polyzona"	"Meliniomyces.vraolstadiae"	"Paraconiothyrium.archidendri"	"Leucosphaerina.arxii"	"Pseudallescheria.fimeti"	"Monosporascus.ibericus"	"Paraconiothyrium.variabile"	"Phanerochaete.xerophila"	"Gaertneriomyces.semiglobifer"	"Arachnomyces.nodosetosus"	"Chaetomium.pratense"	"Cordyceps.memorabilis"	"Darksidea.delta"	"Alatospora.pulchella"	"Geastrum.smardae"	"Ramichloridium.cerophilum"	"Coniophora.olivacea"	"Kernia.nitida"	"Melanophyllum.haematospermum"	"Truncatella.angustata"	"Kazachstania.pintolopesii"	"Acremonium.sclerotigenum"	"Pseudozyma.vetiver"	"Cryptococcus.curvatus"	"Rhodotorula.aurantiaca"	"Coniophora.marmorata"	"Penicillium.sumatrense"	"Xeromyces.bisporus"	"Cryptococcus.magnus"	"Neoerysiphe.galeopsidis"	"Alternaria.brassicicola"	"Harposporium.subuliforme"	"Trichomerium.foliicola"	"Microascus.caviariformis"	"Amauroascus.kuehnii"	"Geopora.sepulta"	"Penicillium.brevissimum"	"Aspergillus.steynii"	"Pseudosydowia.eucalypti"	"Seimatosporium.walkeri"	"Remersonia.thermophila"	"Chaetosphaeronema.hispidulum"	"Nemania.diffusa"	"Amaurodon.mustialaensis"	"Aspergillus.cervinus"	"Cyphellophora.sessilis"	"Candida.palmioleophila"	"Arthrobotrys.oligospora"	"Ustilago.striiformis"	"Slimacomyces.isiola"	"Leptosphaeria.sclerotioides"	"Soloacrosporiella.acaciae"	"Conocybe.macrospora"	"Chrysosporium.carmichaelii"	"Dichotomomyces.cejpii"	"Penicillium.hispanicum"	"Dipodascus.geotrichum"	"Myxotrichum.chartarum"	"Neotyphodium.occultans"	"Nectria.aurantiaca"	"Issatchenkia.orientalis"	"Monosporascus.eutypoides"	"Coprinellus.deminutus"	"Clypeosphaeria.mamillana"	"Hohenbuehelia.portegna"	"Cryptococcus.terricola"	"Scopulariopsis.fusca"	"Lopadostoma.fagi"	"Anthracocystis.destruens"	"Umbelopsis.angularis"	"Aspergillus.halophilicus"	"Sarocladium.summerbellii"	"Acremonium.furcatum"	"Metschnikowia.chrysoperlae"	"Beauveria.felina"	"Saccharata.capensis"	"Penicillium.ilerdanum"	"Golovinomyces.artemisiae"	"Sarocladium.glaucum"	"Pseudophialophora.schizachyrii"	"Hygrocybe.griseobrunnea"	"Alternaria.chlamydosporigena"	"Torula.caligans"	"Curvularia.inaequalis"	"Amphobotrys.ricini"	"Otidea.brunneoparva"	"Verticillium.zaregamsianum"	"Candida.cerambycidarum"	"Cryptococcus.stepposus"	"Trichocladium.asperum"	"Allomyces.arbusculus"	"Rosenscheldiella.korthalsellae"	"Paraphaeosphaeria.sporulosa"	"Cryptococcus.mangaliensis"	"Phoma.herbarum"	"Stachybotrys.microspora"	"Udeniomyces.pannonicus"	"Rhizochaete.radicata"	"Hamigera.paravellanea"	"Zopfiella.tetraspora"	"Pithoascus.nidicola"	"Cochliobolus.intermedius"	"Kazachstania.servazzii"	"Helvella.leucomelaena"	"Verrucaria.muralis"	"Taphrina.pruni"	"Hirsutella.subulata"	"Microascus.restrictus"	"Lycoperdon.dermoxanthum"	"Chaetomium.atrobrunneum"	"Conoideocrella.tenuis"	"Lecanicillium.saksenae"	"Epicoccum.nigrum"	"Candida.santamariae"	"Neocatenulostroma.germanicum"	"Cystobasidium.pallidum"	"Mariannaea.elegans"	"Trichosporon.montevideense"	"Fibroporia.citrina"	"Catenaria.anguillulae"	"Metarhizium.flavoviride"	"Calvatia.gigantea"	"Lecanicillium.aphanocladii"	"Filobasidium.floriforme"	"Agaricus.bitorquis"	"Viridispora.alata"	"Hirsutella.liboensis"	"Issatchenkia.terricola"	"Scolecobasidium.dendroides"	"Agaricus.xanthodermus"	"Talaromyces.trachyspermus"	"Saccharomycopsis.fibuligera"	"Cunninghamella.septata"	"Coemansia.pectinata"	"Athelia.bombacina"	"Talaromyces.minioluteus"	"Eupenidiella.venezuelensis"	"Scopulariopsis.brumptii"	"Exophiala.pisciphila"	"Cephaliophora.tropica"	"Microascus.alveolaris"	"Candida.saitoana"	"Aspergillus.caespitosus"	"Amanita.basiorubra"	"Thermoascus.crustaceus"	"Neocamarosporium.goegapense"	"Penicillium.citrinum"	"Diversispora.aurantia"	"Erysiphe.cruciferarum"	"Pluteus.longistriatus"	"Candida.blankii"	"Cladosporium.cladosporioides"	"Ciboria.aestivalis"	"Spizellomyces.dolichospermus"	"Coprinopsis.sclerotiger"	"Shanorella.spirotricha"	"Teratosphaeria.capensis"	"Eichleriella.leveilleana"	"Russula.cerolens"	"Rhodosporidium.kratochvilovae"	"Trichomonascus.ciferrii"	"Cryptosporiopsis.radicicola"	"Skeletocutis.diluta"	"Conocybe.bulbifera"	"Mortierella.chlamydospora"	"Others"
"LH38_Z1_1"	0	0	0.0055517	0.021512838	0	0.003122831	0.00277585	0.003122831	0.009715475	0	0.00277585	0.007633588	0.000693963	0	0	0.000346981	0.003469813	0.000346981	0.000346981	0	0	0.001040944	0	0	0.001040944	0.004857738	0	0	0	0.001387925	0.003469813	0	0	0	0.005898681	0.001387925	0	0.000346981	0	0	0.000346981	0	0.001387925	0.000346981	0	0	0.000693963	0	0.000693963	0	0	0	0	0	0	0	0	0.000693963	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0.002428869	0	0	0.000346981	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90666204
"LH38_Z1_2"	0.056904927	0.002428869	0.006592644	0.015961138	0.321998612	0.052394171	0.003469813	0.009021513	0.008674532	0	0.003469813	0.009021513	0	0.000346981	0.000346981	0	0.003469813	0	0	0	0.001387925	0.001040944	0.000346981	0	0	0.003816794	0.000346981	0.002081888	0	0.000693963	0.003469813	0.003816794	0	0	0.002081888	0.000693963	0	0	0	0.000693963	0	0	0	0	0	0.000346981	0	0.000346981	0	0.000346981	0	0	0	0	0	0	0	0.000693963	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0.003469813	0.000346981	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0.001387925	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0	0	0	0.000346981	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472935461
"LH38_Z1_3"	0.157529493	0.026370576	0.036780014	0.024982651	0.000346981	0.044413602	0.006245663	0.007633588	0.0055517	0.000346981	0.001734906	0.012491325	0.000346981	0.010756419	0.000693963	0	0.001387925	0	0.001040944	0	0.005204719	0.002428869	0	0.000693963	0.000346981	0.000346981	0.000693963	0.000693963	0	0.001734906	0.001387925	0	0	0	0.001734906	0	0.000693963	0	0	0.001387925	0	0.000346981	0.000346981	0	0	0.000346981	0.002081888	0	0	0.000346981	0	0.001387925	0	0	0	0	0	0	0	0	0.000693963	0.000693963	0	0	0	0	0	0	0.000346981	0	0	0	0.000346981	0	0	0.001387925	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0.001040944	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.633240805
