"Taxonomy"	"Pseudomonadales"	"Enterobacteriales"	"Xanthomonadales"	"Burkholderiales"	"Verrucomicrobiales"	"Sphingomonadales"	"Bacillales"	"Rhizobiales"	"Micrococcales"	"Rhodospirillales"	"Clostridiales"	"unidentified_Subgroup_6"	"Sphingobacteriales"	"Gemmatimonadales"	"unidentified_Blastocatellia"	"Cytophagales"	"Myxococcales"	"Acidimicrobiales"	"Rhodobacterales"	"Bacteroidales"	"SC.I.84"	"Chromatiales"	"Gaiellales"	"Planctomycetales"	"Lactobacillales"	"Micromonosporales"	"Solirubrobacterales"	"Propionibacteriales"	"Desulfurellales"	"Nitrosomonadales"	"Anaerolineales"	"Streptomycetales"	"Nitrospirales"	"Subgroup_7"	"Tepidisphaerales"	"Legionellales"	"Bifidobacteriales"	"Frankiales"	"Caulobacterales"	"Longimicrobiales"	"Flavobacteriales"	"Chloroflexales"	"Solibacterales"	"Subgroup_10"	"Chthoniobacterales"	"Erysipelotrichales"	"Desulfovibrionales"	"Opitutales"	"TRA3.20"	"JG30.KF.CM45"	"Pseudonocardiales"	"unidentified_.SCG."	"Cellvibrionales"	"Corynebacteriales"	"Coriobacteriales"	"Bdellovibrionales"	"AKYG1722"	"Campylobacterales"	"Streptosporangiales"	"Mollicutes_RF9"	"Selenomonadales"	"unidentified_OPB35_soil_group"	"Phycisphaerales"	"Rhodocyclales"	"Acidobacteriales"	"Kineosporiales"	"Pasteurellales"	"Anaeroplasmatales"	"Fimbriimonadales"	"Oligoflexales"	"unidentified_Ardenticatenia"	"Methylophilales"	"Caldilineales"	"Vibrionales"	"Gastranaerophilales"	"Herpetosiphonales"	"Alteromonadales"	"Spirochaetales"	"Euzebyales"	"Kallotenuales"	"Deferribacterales"	"Synergistales"	"unidentified_OM190"	"Chlamydiales"	"Chthonomonadales"	"unidentified_Tectomicrobia"	"NB1.j"	"Fibrobacterales"	"unidentified_TK10"	"Ardenticatenales"	"Thermoplasmatales"	"X34P16"	"C0119"	"HTA4"	"Order_II"	"Rubrobacterales"	"Rickettsiales"	"Aeromonadales"	"unidentified_Deferribacteres"	"unidentified_Saccharibacteria"	"Lineage_IIb"	"Glycomycetales"	"KI89A_clade"	"Ignavibacteriales"	"Orbales"	"CCM11a"	"SubsectionIV"	"unidentified_Gammaproteobacteria"	"Neisseriales"	"Lineage_IIa"	"Mycoplasmatales"	"Obscuribacterales"	"Petrotogales"	"unidentified_.SAGMCG.1."	"JG30.KF.AS9"	"Methanobacteriales"	"Desulfuromonadales"	"Syntrophobacterales"	"Bradymonadales"	"SubsectionIII"	"Armatimonadales"	"Methylococcales"	"Oceanospirillales"	"Deinococcales"	"B1.7BS"	"Acidiferrobacterales"	"SAR324_clade.Marine_group_B."	"mle1.8"	"unidentified_vadinHA49"	"Actinomycetales"	"Halanaerobiales"	"Lineage_IV"	"E6aD10"	"unidentified_Thaumarchaeota"	"Vampirovibrionales"	"Pla1_lineage"	"Ktedonobacterales"	"Fusobacteriales"	"Sphaerobacterales"	"MVP.88"	"Desulfobacterales"	"Parvularculales"	"FCPU453"	"TX1A.33"	"S.70"	"Catenulisporales"	"unidentified_Verrucomicrobia"	"Chlorobiales"	"unidentified_Omnitrophica"	"CPla.3_termite_group"	"Hydrogenophilales"	"Lineage_IIc"	"Haloplasmatales"	"unidentified_BRC1"	"Desulfarculales"	"Holophagales"	"PeM15"	"Thermoanaerobacterales"	"Order_III"	"unidentified_ML635J.21"	"Thiotrichales"	"EC3"	"unidentified_S085"	"Nitriliruptorales"	"Procabacteriales"	"BD72BR169"	"Acidithiobacillales"	"Methanomicrobiales"	"X35"	"unidentified_Bacteroidia"	"Victivallales"	"unidentified_Alphaproteobacteria"	"SubsectionI"	"NB1.n"	"X43F.1404R"	"unidentified_Atribacteria"	"unidentified_Holophagae"	"Limnochordales"	"Sneathiellales"	"SZB30"	"SubsectionII"	"HOC36"	"B12.WMSP1"	"Sva0485"	"M55.D21"	"Subgroup_23"	"Kosmotogales"	"Thermogemmatisporales"	"X1013.28.CG33"	"unidentified_Bathyarchaeota"	"C86"	"F9P41300.M23"	"unidentified_.DHVEG.6."	"Thermophilales"	"FS117.23B.02"	"ss1.B.07.44"	"unidentified_Deltaproteobacteria"	"DTB120"	"Sva0071"	"unidentified_KD4.96"	"Cardiobacteriales"	"Thermales"	"SHBZ1548"	"MBA03"	"E01.9C.26_marine_group"	"unidentified_Acetothermia"	"GIF9"	"Arenicellales"	"FW113"	"MSBL5"	"D8A.2"	"unidentified_WS2"	"unidentified_WCHB1.41"	"Run.SP154"	"unidentified_WWE3"	"unidentified_Betaproteobacteria"	"Salinisphaerales"	"SAR11_clade"	"unidentified_Candidatus_Roizmanbacteria"	"Caldisericales"	"unidentified_Proteobacteria"	"Halobacteriales"	"Entomoplasmatales"	"Acanthopleuribacterales"	"Elusimicrobiales"	"unidentified_Candidatus_Azambacteria"	"vadinBA26"	"Aquificales"	"B10.SB3A"	"unidentified_FBP"	"unidentified_Parcubacteria"	"Puniceicoccales"	"KD3.62"	"Others"
"787_Z3_2"	0.022388438	0.066455375	0.05614858	0.122654665	0.042355477	0.036523834	0.026191684	0.031617647	0.010040568	0.028600406	0.045676978	0.028017241	0.058608012	0.022122211	0.011866126	0.028575051	0.026052231	0.008760142	0.030400609	0.03094574	0.003105984	0.022008114	0.007454361	0.004056795	0.004018763	0.00247211	0.003613083	0.003270791	0.005958418	0.011371704	0.002155172	0.00594574	0.006959939	0.002662272	0.002193205	0.000481744	8.87e-05	0.001166329	0.003613083	0.001546653	0.000431034	0.000976166	0.003524341	0.002763692	0.004348377	0.001179006	0.002636917	0.005375254	0.002548174	0.000367647	0.002243915	0.000836714	0.001001521	0.000532454	0.000557809	0.000786004	0.000126775	0.002611562	0.000443712	0.000557809	2.54e-05	0.001749493	0.000709939	0.001001521	0.001331136	8.87e-05	0.000164807	0.000215517	0.000570487	0.000240872	0.000316937	0.001153651	0.00015213	0	0.001115619	0.000519777	0.001153651	0.000709939	6.34e-05	0.00035497	0.000139452	0.000164807	3.8e-05	0.00015213	0.000228195	0.00020284	0.00035497	0.000240872	0.00035497	8.87e-05	0.000190162	0.000671907	2.54e-05	0.000126775	0.000177485	2.54e-05	0.00025355	0	0	0.00010142	0.00020284	2.54e-05	0.00015213	0.00010142	0	0.000126775	0	2.54e-05	1.27e-05	7.61e-05	0	0.000126775	0.00015213	1.27e-05	0.000291582	6.34e-05	2.54e-05	0.00015213	2.54e-05	5.07e-05	0.00010142	0	2.54e-05	6.34e-05	0	8.87e-05	1.27e-05	2.54e-05	0	0	1.27e-05	2.54e-05	2.54e-05	1.27e-05	6.34e-05	1.27e-05	1.27e-05	0	1.27e-05	3.8e-05	0	3.8e-05	1.27e-05	0	2.54e-05	0	0	1.27e-05	0	0	0	3.8e-05	0	1.27e-05	1.27e-05	1.27e-05	0	1.27e-05	0	5.07e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	2.54e-05	0	0	1.27e-05	0	0	0	0	0	0	0	0	1.27e-05	0	1.27e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120347363
"787_Z3_3"	0.039249493	0.034292596	0.430730223	0.053663793	0.033227688	0.020360041	0.015656694	0.022236308	0.010611055	0.018724645	0.040466531	0.015669371	0.019345842	0.013767748	0.007112069	0.01033215	0.015567951	0.006072515	0.000950811	0.026039554	0.001686105	0	0.005083671	0.004677992	0.010547667	0.002649594	0.003004564	0.002548174	0.003397566	0.005704868	0.001749493	0.004361055	0.003587728	0.001673428	0.000836714	0.000443712	6.34e-05	0.000824037	0.001724138	0.001318458	0.000621197	0.000836714	0.00201572	0.001597363	0.00211714	0.001597363	0.00393002	0.002281947	0.001217039	0.000494422	0.001432556	0.000545132	0.000735294	0.00025355	0.001204361	0.000595842	0.000139452	0.001977688	0.000443712	0.002446755	1.27e-05	0.000900101	0.000291582	0.000164807	0.000481744	0.000126775	0.000139452	0.000862069	0.000418357	0.000342292	0.00025355	0.000367647	0.000126775	0	0.000595842	0.000342292	0	3.8e-05	0.00010142	0.00010142	0.00010142	1.27e-05	5.07e-05	0.000190162	0.000139452	0.00015213	0.00020284	0.000114097	0.000164807	7.61e-05	1.27e-05	3.8e-05	3.8e-05	2.54e-05	0.000164807	8.87e-05	5.07e-05	1.27e-05	0	8.87e-05	0.00010142	7.61e-05	0.000164807	5.07e-05	0	0.00010142	3.8e-05	1.27e-05	1.27e-05	0.000126775	0	6.34e-05	0	0	2.54e-05	0	5.07e-05	3.8e-05	0	5.07e-05	5.07e-05	0	0	0	0	5.07e-05	1.27e-05	2.54e-05	0	1.27e-05	6.34e-05	1.27e-05	0	0	0	5.07e-05	1.27e-05	0	0	0	0	0	1.27e-05	0	0	0	0	0	2.54e-05	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074860548
"IB014_Z3_1"	0.026483266	0.005755578	0.06078854	0.068585193	0.056364097	0.144890974	0.059482759	0.076128296	0.036409736	0.034026369	0.003435598	0.025988844	0.011511156	0.021855984	0.026635396	0.015060852	0.009672921	0.02726927	0.002358012	0.001331136	0.010357505	0	0.020347363	0.007834686	0.000494422	0.003029919	0.006782454	0.009368661	0.008405172	0.004513185	0.002281947	0.00387931	0.004893509	0.003144016	0.003042596	0.003600406	8.87e-05	0.002624239	0.005337221	0.001140974	0.000240872	0.000786004	0.00221856	0.004120183	0.003498986	0.000278905	5.07e-05	0.000595842	0.002738337	0.001001521	0.002396045	0.000342292	0.000519777	0.000912779	6.34e-05	0.000811359	0.000164807	1.27e-05	0.000595842	3.8e-05	0.00015213	0.000595842	0.000329615	8.87e-05	0.000532454	0.000291582	2.54e-05	0	0.001179006	0.00040568	0.000266227	0.000266227	0.000240872	0	0	0.000367647	0	5.07e-05	0.000329615	0.000278905	0	0	0.000164807	0.000481744	0.000278905	0.00025355	0.000316937	0.000139452	0.000215517	0.00010142	0	0	7.61e-05	0.000215517	0.000228195	0.000177485	0.000481744	0	0	0.00015213	7.61e-05	7.61e-05	0.000228195	2.54e-05	0	7.61e-05	3.8e-05	2.54e-05	5.07e-05	1.27e-05	0	0.000114097	0	0	0	0	3.8e-05	0.000177485	0	0.00015213	0.00010142	0	1.27e-05	8.87e-05	0	0	6.34e-05	3.8e-05	3.8e-05	0	6.34e-05	2.54e-05	0	0	3.8e-05	5.07e-05	1.27e-05	1.27e-05	1.27e-05	1.27e-05	0	0	0	0	3.8e-05	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	3.8e-05	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	1.27e-05	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0.152915822
"IB014_Z3_2"	0.012170385	0.043090771	0.078105984	0.093217546	0.083608012	0.136397059	0.028942698	0.091556795	0.024923935	0.05231998	0.003537018	0.016975152	0.008050203	0.021412272	0.023466024	0.008341785	0.007555781	0.017963996	0.002712982	0.000849391	0.013298682	0	0.008912272	0.005742901	0.001470588	0.003334178	0.005920385	0.006566937	0.010306795	0.003663793	0.000900101	0.00604716	0.005032961	0.001800203	0.000912779	0.008633367	0.00010142	0.00216785	0.004956897	0.000722617	7.61e-05	0.000367647	0.001217039	0.003055274	0.003258114	0.00040568	0	0.000380325	0.003194726	0.000988844	0.00181288	0.000532454	0.000367647	0.001229716	5.07e-05	0.000557809	8.87e-05	1.27e-05	0.000507099	5.07e-05	0.000114097	0.000431034	0.000126775	0.000215517	0.000443712	0.00025355	0.000190162	1.27e-05	0.000519777	0.000494422	0.00015213	0.000215517	0.00010142	0	0	0.000164807	0	1.27e-05	0.000266227	0.000240872	0	5.07e-05	0.00015213	0.000481744	0.00015213	6.34e-05	0.000278905	2.54e-05	0.000164807	3.8e-05	0	3.8e-05	7.61e-05	0.000139452	0.00020284	0.000114097	0.000215517	5.07e-05	0.00010142	5.07e-05	2.54e-05	0.000164807	0.00020284	0	2.54e-05	3.8e-05	1.27e-05	3.8e-05	0.000126775	2.54e-05	0	2.54e-05	0	0	0	0	2.54e-05	0.000139452	2.54e-05	1.27e-05	7.61e-05	7.61e-05	3.8e-05	0	1.27e-05	2.54e-05	8.87e-05	3.8e-05	2.54e-05	1.27e-05	2.54e-05	5.07e-05	1.27e-05	0	0	1.27e-05	1.27e-05	0	1.27e-05	0	1.27e-05	0	0	0	0	0	0	1.27e-05	0	2.54e-05	0	1.27e-05	0	0	0	1.27e-05	0	1.27e-05	0	0	0	0	2.54e-05	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128232759
"IB014_Z3_3"	0.009647566	0.0019143	0.060649087	0.093788032	0.135065923	0.112981744	0.026267748	0.070676978	0.025329615	0.054589249	0.015086207	0.022667343	0.00826572	0.025963489	0.018433063	0.00836714	0.009089757	0.023630832	0.001990365	0.007403651	0.013602941	0	0.011371704	0.007682556	0.001255071	0.005641481	0.009546146	0.00619929	0.011270284	0.003689148	0.000836714	0.003638438	0.004589249	0.002003043	0.00201572	0.003346856	0.000278905	0.003067951	0.004208925	0.000583164	0.000329615	0.000380325	0.001419878	0.003245436	0.003727181	0.001977688	0.000240872	0.000659229	0.003042596	0.001001521	0.003156694	0.000240872	0.000418357	0.001064909	0.000139452	0.000570487	0.00010142	0.000164807	0.000418357	0.000545132	0.000329615	0.000519777	0.000215517	0.000278905	0.000671907	0.00030426	2.54e-05	0	0.000532454	0.000418357	0.00010142	0.000240872	0.000114097	0	3.8e-05	8.87e-05	0	0.00035497	0.000316937	0.000114097	0	0	0.000443712	0.000380325	0.000126775	1.27e-05	0.000266227	0.000164807	0.000342292	8.87e-05	0	1.27e-05	7.61e-05	0.000126775	0.000190162	0.000139452	0.000177485	3.8e-05	3.8e-05	6.34e-05	1.27e-05	6.34e-05	0.000139452	3.8e-05	0	2.54e-05	0	3.8e-05	0	3.8e-05	0	6.34e-05	0	0	0	0	1.27e-05	5.07e-05	1.27e-05	3.8e-05	8.87e-05	0	2.54e-05	8.87e-05	0	2.54e-05	0	5.07e-05	2.54e-05	0	0.00010142	3.8e-05	1.27e-05	0	1.27e-05	6.34e-05	0	0	2.54e-05	0	2.54e-05	0	2.54e-05	0	0	1.27e-05	0	0	0	1.27e-05	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	3.8e-05	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141924442
"PHN11_Z3_1"	0.018166836	0.005058316	0.069523327	0.080349899	0.167025862	0.127649594	0.02913286	0.089338235	0.023364604	0.038704361	0.003600406	0.013805781	0.009913793	0.01668357	0.020575558	0.023263185	0.009343306	0.023567444	0.002345335	0.001293103	0.01461714	0	0.01280426	0.007238844	0.000608519	0.003334178	0.005692191	0.007010649	0.008405172	0.003029919	0.000735294	0.005083671	0.004627282	0.001825558	0.001014199	0.004906187	8.87e-05	0.002522819	0.004728702	0.000583164	0.000164807	0.000393002	0.001559331	0.003156694	0.003689148	0.000291582	3.8e-05	0.000671907	0.001939655	0.000887424	0.00211714	0.000291582	0.000963489	0.001001521	1.27e-05	0.000773327	0.000126775	3.8e-05	0.000481744	6.34e-05	0.000164807	0.00035497	0.00035497	0.000329615	0.000469067	0.000329615	0	0	0.000671907	0.000583164	7.61e-05	0.000278905	0.00015213	0	1.27e-05	0.000114097	0	6.34e-05	0.000291582	8.87e-05	0	0	0.000190162	0.000418357	0.000114097	0.000126775	0.000228195	0.00010142	0.000177485	6.34e-05	0	0	0.000126775	0.00025355	0.000114097	8.87e-05	0.00030426	6.34e-05	0	2.54e-05	7.61e-05	5.07e-05	0.000139452	3.8e-05	2.54e-05	7.61e-05	1.27e-05	3.8e-05	3.8e-05	3.8e-05	0	3.8e-05	0	0	1.27e-05	0	3.8e-05	0.000139452	0	7.61e-05	6.34e-05	0	1.27e-05	3.8e-05	1.27e-05	3.8e-05	1.27e-05	0	3.8e-05	0	0.000164807	3.8e-05	1.27e-05	0	1.27e-05	3.8e-05	3.8e-05	0	0	0	0	1.27e-05	0	0	0	0	1.27e-05	0	1.27e-05	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	3.8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111574544
"PHN11_Z3_2"	0.044206389	0.012157708	0.075557809	0.100697262	0.075025355	0.140365112	0.033899594	0.084115112	0.024226673	0.043331643	0.005273834	0.015580629	0.013260649	0.021234787	0.017114604	0.01224645	0.009863083	0.020258621	0.002522819	0.00181288	0.014832657	1.27e-05	0.010902637	0.004044118	0.000811359	0.004297667	0.007314909	0.007593813	0.011004057	0.004399087	0.000659229	0.006085193	0.005286511	0.001787525	0.000709939	0.003752535	8.87e-05	0.002852434	0.004817444	0.000988844	0.00015213	0.00035497	0.001800203	0.00387931	0.003131339	0.000545132	7.61e-05	0.000824037	0.003587728	0.000900101	0.002358012	0.000950811	0.000519777	0.000925456	7.61e-05	0.000684584	0.000114097	2.54e-05	0.000646552	0.000126775	0.000164807	0.00040568	0.000114097	0.000393002	0.000824037	0.000329615	0.00010142	1.27e-05	0.000811359	0.000494422	0.00010142	0.000316937	0.000190162	0	0	0.00010142	0	0.00010142	0.00030426	0.000190162	0	1.27e-05	0.000139452	0.000278905	7.61e-05	6.34e-05	0.000393002	3.8e-05	0.000190162	3.8e-05	0	1.27e-05	2.54e-05	0.000215517	0.000114097	0.000164807	0.00035497	7.61e-05	2.54e-05	6.34e-05	2.54e-05	6.34e-05	0.000190162	1.27e-05	2.54e-05	0.000114097	2.54e-05	1.27e-05	6.34e-05	6.34e-05	0	5.07e-05	0	0	0	0	8.87e-05	0.00015213	3.8e-05	2.54e-05	5.07e-05	0	0	2.54e-05	2.54e-05	1.27e-05	3.8e-05	2.54e-05	3.8e-05	0	7.61e-05	2.54e-05	1.27e-05	0	1.27e-05	1.27e-05	6.34e-05	0	0	2.54e-05	0	0	0	0	1.27e-05	3.8e-05	0	2.54e-05	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	1.27e-05	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124530933
"PHN11_Z3_3"	0.03135142	0.011092799	0.062132353	0.079906187	0.07898073	0.125469067	0.041962475	0.053651116	0.023250507	0.04405426	0.028118661	0.025393002	0.008861562	0.026432556	0.017862576	0.011498479	0.009267241	0.022033469	0.002003043	0.006364097	0.010978702	0	0.010408215	0.006478195	0.000709939	0.004830122	0.0081643	0.005616126	0.009825051	0.00428499	0.00247211	0.00453854	0.005514706	0.002560852	0.003220081	0.001673428	0.010268763	0.002801724	0.005235801	0.000659229	0.000164807	0.000900101	0.001508621	0.00387931	0.003144016	0.000747972	0.000139452	0.000963489	0.00403144	0.000963489	0.002624239	0.000900101	0.000380325	0.000988844	0.003638438	0.000519777	8.87e-05	3.8e-05	0.000456389	0.000190162	0.002497465	0.000469067	0.000481744	0.000621197	0.000557809	0.000367647	3.8e-05	0	0.000798682	0.000367647	0.000228195	0.000456389	0.000164807	2.54e-05	3.8e-05	0.000418357	1.27e-05	3.8e-05	0.000393002	0.000164807	1.27e-05	1.27e-05	0.000393002	0.000291582	0.000215517	8.87e-05	0.000278905	0.000139452	0.00035497	0.000431034	0	0	0.000139452	0.00010142	0.00025355	0.000114097	0.000215517	1.27e-05	0	6.34e-05	5.07e-05	0.000114097	0.000215517	0	0	0.000114097	0	0	2.54e-05	7.61e-05	0	7.61e-05	0	0	0	0.000164807	8.87e-05	6.34e-05	0	3.8e-05	7.61e-05	0	0.000177485	8.87e-05	2.54e-05	0.000114097	5.07e-05	2.54e-05	0	0	1.27e-05	0	2.54e-05	0	0	6.34e-05	0	2.54e-05	2.54e-05	5.07e-05	0	1.27e-05	0	0	0	0	2.54e-05	0	0	1.27e-05	0	2.54e-05	0	1.27e-05	1.27e-05	0	0	0	0	0	1.27e-05	0	2.54e-05	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150557809
"PHJ75_Z3_1"	0.02913286	0.008544625	0.066797667	0.072236308	0.130540061	0.108024848	0.029665314	0.052928499	0.025925456	0.032403651	0.002041075	0.032847363	0.015796146	0.02298428	0.029792089	0.012969067	0.014033976	0.019193712	0.002155172	0.000570487	0.007492394	0	0.012576065	0.007137424	0.000316937	0.002598884	0.006275355	0.007720588	0.008772819	0.007505071	0.002383367	0.003410243	0.006427485	0.003587728	0.003663793	0.003156694	6.34e-05	0.002256592	0.004677992	0.00237069	0.004449797	0.000709939	0.003384888	0.00438641	0.005717546	0.000177485	7.61e-05	0.000976166	0.003194726	0.001026876	0.001736815	0.000393002	0.002053753	0.000709939	0	0.000760649	0.000114097	3.8e-05	0.000494422	1.27e-05	0.000139452	0.000824037	0.000545132	0.000456389	0.000608519	0.000240872	7.61e-05	0	0.000900101	0.000380325	0.00035497	0.000469067	0.00020284	1.27e-05	0	0.000621197	0	3.8e-05	0.000228195	0.000266227	0	0	0.000139452	0.000367647	0.000177485	0.000240872	0.00040568	0.000126775	0.000316937	7.61e-05	0	1.27e-05	0.000114097	0.000291582	0.00015213	8.87e-05	0.000316937	2.54e-05	0	8.87e-05	6.34e-05	8.87e-05	0.000177485	8.87e-05	1.27e-05	7.61e-05	3.8e-05	8.87e-05	5.07e-05	0.00010142	0	8.87e-05	0	0	0	0	6.34e-05	0.00010142	0	5.07e-05	5.07e-05	0	3.8e-05	5.07e-05	1.27e-05	5.07e-05	2.54e-05	5.07e-05	2.54e-05	0	2.54e-05	0	0	0	7.61e-05	5.07e-05	0	1.27e-05	0	5.07e-05	0	1.27e-05	1.27e-05	0	0	0	2.54e-05	1.27e-05	0	1.27e-05	0	0	0	0	2.54e-05	0	1.27e-05	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157568458
"PHJ75_Z3_2"	0.082860041	0.03739858	0.060877282	0.088945233	0.109622211	0.099606998	0.027281947	0.071868661	0.033024848	0.042342799	0.001850913	0.017216024	0.012132353	0.019688134	0.016037018	0.011726673	0.010357505	0.017875254	0.002358012	0.000278905	0.010370183	0	0.009508114	0.005666836	0.00035497	0.004170892	0.00619929	0.007758621	0.009444726	0.005235801	0.000925456	0.005616126	0.004906187	0.002003043	0.000367647	0.002700304	2.54e-05	0.002776369	0.003917343	0.001128296	0.000228195	0.000583164	0.00231998	0.003258114	0.002827079	0.000431034	3.8e-05	0.000646552	0.002865112	0.000988844	0.00201572	0.000735294	0.000874746	0.001014199	0	0.000709939	0.00010142	0	0.000621197	1.27e-05	6.34e-05	0.000481744	0.000190162	0.000266227	0.000342292	0.000557809	6.34e-05	0	0.000709939	0.000811359	0.000114097	0.000393002	0.000190162	0	0	0.000291582	0	3.8e-05	0.00020284	0.000240872	0	0	8.87e-05	0.000507099	7.61e-05	0.00010142	0.00040568	0.00015213	0.000316937	5.07e-05	0	1.27e-05	3.8e-05	0.00035497	0.00010142	0.00015213	0.000329615	6.34e-05	0.000380325	6.34e-05	3.8e-05	0.00010142	0.00015213	0.000164807	0	0.00010142	0.000114097	0.000316937	7.61e-05	6.34e-05	0	2.54e-05	0	0	0	0	0.000114097	8.87e-05	0.000240872	5.07e-05	0.000126775	0.000177485	0.000126775	6.34e-05	0.000139452	8.87e-05	1.27e-05	1.27e-05	1.27e-05	1.27e-05	5.07e-05	0	2.54e-05	0	1.27e-05	3.8e-05	0	0	2.54e-05	2.54e-05	5.07e-05	3.8e-05	0	3.8e-05	0	0	2.54e-05	3.8e-05	0	1.27e-05	0	0	0	0	0	0	3.8e-05	0	3.8e-05	2.54e-05	0	0	0	0	0	0	1.27e-05	0	0	1.27e-05	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	2.54e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0.122134888
"PHJ75_Z3_3"	0.062221095	0.002776369	0.054475152	0.065644016	0.06446501	0.133481237	0.067406187	0.053346856	0.030299189	0.045347363	0.000519777	0.026635396	0.05040568	0.024175963	0.015593306	0.016455375	0.008531947	0.019244422	0.00181288	2.54e-05	0.007289554	0	0.014110041	0.00599645	2.54e-05	0.003410243	0.008278398	0.006643002	0.008557302	0.00408215	0.001825558	0.003080629	0.004931542	0.002155172	0.005451318	0.000747972	0	0.002243915	0.005755578	0.001774848	0.008443205	0.000621197	0.002294625	0.003511663	0.003245436	0	0	0.000976166	0.003346856	0.000849391	0.002358012	0.001064909	0.000545132	0.000735294	0	0.000418357	0.000240872	0	0.00030426	0	3.8e-05	0.000393002	0.000278905	0.000114097	0.000393002	0.000164807	1.27e-05	0	0.000786004	0.00035497	0.000215517	0.000912779	0.00010142	0	0	0.000177485	0	0	0.00030426	0.00010142	0	0	0.000266227	0.000228195	6.34e-05	7.61e-05	0.00030426	7.61e-05	0.000228195	5.07e-05	0	1.27e-05	3.8e-05	7.61e-05	0.00010142	0.000126775	0.000164807	0	0	0.00010142	3.8e-05	0.000114097	0.000215517	0	0	2.54e-05	2.54e-05	2.54e-05	0	1.27e-05	0	5.07e-05	0	0	0	0	3.8e-05	7.61e-05	0	0.00010142	0.00010142	0	0	3.8e-05	0	1.27e-05	1.27e-05	0	3.8e-05	0	3.8e-05	0	3.8e-05	0	3.8e-05	0	0	0	0	2.54e-05	0	2.54e-05	0	0	0	0	0	2.54e-05	0	2.54e-05	0	1.27e-05	3.8e-05	0	1.27e-05	0	0	0	0	0	0	0	0	1.27e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134343306
